method,P,kappa,sharpe,hjd,real_sr,t_vs_fm
ff,6,0.0,0.2695159573612057,0.6876149574681764,0.307122747341362,-0.6251664584013573
fm,6,0.0,0.2789873376977643,0.714777358367319,0.6019657380296275,
linlev,11,0.0,0.18405253207456443,1.3726167016567545,0.4490592340340711,-3.2689520337150055
linlev,11,0.001,0.22798206800427703,0.7257801343660316,0.48354111285999046,-2.0746154143415003
linlev,11,0.01,0.2728004766532863,0.557533357209461,0.43393464513435814,-0.23489598866345068
linlev,11,0.1,0.2978334556062736,0.4458161973158951,0.4165077456655758,0.7650376391486227
linlev,11,1.0,0.30800541068677006,0.461592800254269,0.3939996740709885,1.3212076844325489
linrank,6,0.0,0.28724059379158284,0.6074014847265844,0.645241454890016,0.4451684315405856
linrank,6,0.001,0.14300712297410392,0.6077117570520384,0.4920298886484541,-4.576455489505397
linrank,6,0.01,0.11444584298985395,0.5240412492723296,0.4134383398969497,-5.0751320044465675
linrank,6,0.1,0.12088269131558274,0.5044665989557586,0.36273508815885874,-5.151672169282451
linrank,6,1.0,0.12294105172243429,0.5136376204788908,0.3501937169645738,-5.192374487013065
rff,36,0.001,0.3078865554973959,0.5753051144763447,0.5200531560209752,1.6987188253074246
rff,36,0.01,0.37464490174324916,0.41715150556029845,0.6655117127310194,7.334586051296989
rff,36,0.1,0.37151472537837227,0.4154603765786528,0.5946408379199966,10.44581530900303
rff,36,1.0,0.36360220595226617,0.4232801389677085,0.5709049475156797,10.1577940409361
rff,360,0.001,0.33135507308755685,0.5324706040020386,0.6058377802260374,3.491296106488851
rff,360,0.01,0.38185781926001505,0.40796713829848724,0.6930794198898756,8.875219082290576
rff,360,0.1,0.3719332772720648,0.41508408452210255,0.5948194326007432,10.700429450657795
rff,360,1.0,0.36362927466299483,0.4232756535592636,0.5708302065045365,10.167430667083666
rff,3600,0.001,0.33167223640911714,0.5310543741427524,0.6026373692519086,3.5418106079796727
rff,3600,0.01,0.3808981434538262,0.4089341878448449,0.6875757880942419,8.944868395756286
rff,3600,0.1,0.3714281768408663,0.41559647418003287,0.5934246827025742,10.676565278273062
rff,3600,1.0,0.36356790596817223,0.4233403418397595,0.5706748142780188,10.162765893129148
rff_ens,36,0.001,0.32494372477003236,0.5326333608771859,0.5563830482266189,2.7122186443753233
rff_ens,36,0.01,0.3804655958593334,0.4082929905479392,0.6721296173862581,7.892072989924274
rff_ens,36,0.1,0.37175720934199485,0.4151551411315142,0.5915690960099704,10.475996286929009
rff_ens,36,1.0,0.3636051318283755,0.4232764178702929,0.5676917248654793,10.158157555588929
rff_ens,360,0.001,0.3332958685081959,0.5280330785756525,0.6066209628051978,3.6051520000777235
rff_ens,360,0.01,0.38235760723317974,0.4072256705681236,0.690259335203256,8.914151240786659
rff_ens,360,0.1,0.37195157312129645,0.4150614498961903,0.5914961092941879,10.702268118262474
rff_ens,360,1.0,0.36362948236768233,0.42327538530832287,0.5676145500760447,10.167453959368125
rff_ens,3600,0.001,0.33183357562389293,0.5306888334915558,0.5996913674115623,3.5520173750852897
rff_ens,3600,0.01,0.3809301937280935,0.4088869061429061,0.6837947915339565,8.947661788794791
rff_ens,3600,0.1,0.3714293882200309,0.41559506471163454,0.5900835467602924,10.676695302525063
rff_ens,3600,1.0,0.3635679203938768,0.42334032509710184,0.5674597428610443,10.162767651425392
rff_lev,36,0.001,0.3257112393115819,0.5562428660843238,0.507344230120633,4.71561115822065
rff_lev,36,0.01,0.3851768462128291,0.4098432614250286,0.6249605157509722,12.50421480901611
rff_lev,36,0.1,0.36931134638407265,0.4181042244337546,0.5810503202893343,11.031552048651367
rff_lev,36,1.0,0.3632507343901421,0.42367955624646614,0.569301315364194,10.174407558843532
rff_lev,360,0.001,0.37639673889241565,0.46098349389234294,0.5649236220077176,10.067585465996595
