method,P,kappa,sharpe,hjd,real_sr,t_vs_fm
rff_lev,360,0.01,0.39351813285928317,0.3994400796096514,0.610510024087217,13.238149956115398
rff_lev,360,0.1,0.37025698392439305,0.4172764918096381,0.5773883509154953,11.120467326297703
rff_lev,360,1.0,0.3633590663770973,0.42359081292873285,0.5689183055931268,10.186221510289542
rff_lev,3600,0.001,0.37979765928158965,0.4495720279020652,0.5554017254263368,9.995623986425366
rff_lev,3600,0.01,0.39177950538879436,0.39979465657682034,0.6099657130044213,13.046089188251553
rff_lev,3600,0.1,0.36962250395646795,0.41763185698061467,0.5774541934709178,11.05464417193865
rff_lev,3600,1.0,0.36328012870810517,0.42363809032927163,0.568923408262642,10.17710708896094
rff_lev_ens,36,0.001,0.3605879109964004,0.48476377702065054,0.5753372053383454,7.463509064031438
rff_lev_ens,36,0.01,0.39067256260926275,0.40243423830370084,0.6324376185333922,12.806340063608284
rff_lev_ens,36,0.1,0.36942395381383997,0.4179578941520982,0.5779505634357803,11.042047342305862
rff_lev_ens,36,1.0,0.36325196020073514,0.4236779425933609,0.5660957692825765,10.174532192599456
rff_lev_ens,360,0.001,0.38129318814758234,0.4523101813145572,0.569086804381623,10.353655219042501
rff_lev_ens,360,0.01,0.39410300200866455,0.39867908263795215,0.608063891441457,13.268018845583757
rff_lev_ens,360,0.1,0.3702708731723249,0.4172586827308137,0.5741619678694365,11.121869016199895
rff_lev_ens,360,1.0,0.36335922568609597,0.4235905996960386,0.5657134270696501,10.186240240441396
rff_lev_ens,3600,0.001,0.3802988709497654,0.44872741076542627,0.553260761183913,10.027618407519059
rff_lev_ens,3600,0.01,0.3918380695824994,0.39972203897531106,0.6066196024825412,13.04962497292338
rff_lev_ens,3600,0.1,0.3696237581882873,0.4176303688567535,0.574202339938788,11.054757582498077
rff_lev_ens,3600,1.0,0.3632801426389613,0.42363807343053345,0.5657181957071022,10.177108495039139
