method,P,kappa,sharpe,hjd,real_sr,t_vs_fm
ff,6,0.0,0.2189645878271004,0.2293030228124903,0.14525079569146396,1.3162702229844718
fm,6,0.0,0.21642794270207416,0.2289707788337038,0.22307057724793874,
linlev,11,0.0,0.16699030788194744,0.2848772713340699,0.15244929556375073,-6.802865627679838
linlev,11,0.001,0.17125624286396537,0.269530706671397,0.16074295865088334,-6.220636964864996
linlev,11,0.01,0.16359463897643903,0.26809555918420774,0.18294617710335456,-6.151059184651615
linlev,11,0.05,0.12802015544692044,0.2852979293138887,0.16845223895793116,-7.341474822291341
linlev,11,0.1,0.10038836820635588,0.2973066941820575,0.14767843983576223,-8.198718230483426
linlev,11,1.0,0.01661842022762765,0.32033069189255536,0.08926561726378832,-10.986868177619927
linrank,6,0.0,0.20715536271716295,0.24455275360223783,0.18792059548192544,-4.405363107366937
linrank,6,0.001,0.20977335164107574,0.2349358199083168,0.18254245856916448,-3.9861635739915022
linrank,6,0.01,0.21911536026233314,0.22837840111693103,0.21339073447255946,1.7760277861746376
linrank,6,0.05,0.2199847126090859,0.24256917190899424,0.22479686192807627,2.2351518707150713
linrank,6,0.1,0.21917962587136802,0.25641387390112536,0.2272651012878224,1.6915627340207158
linrank,6,1.0,0.2171833521898579,0.3014628266137041,0.22946598801040585,0.4523364576313773
rff,36,0.001,0.19883547244196806,0.2695072261401564,0.23514219424708444,-6.2699713486725255
rff,36,0.01,0.22805995549506008,0.211455580996655,0.24935129689946325,8.038491074641694
rff,36,0.05,0.2387189253303041,0.217051623328712,0.22415247088889997,17.337061039861034
rff,36,0.1,0.23813005218090297,0.2317361223511894,0.1968011057150034,15.606453798447326
rff,36,1.0,0.19936796005566004,0.2699972399989073,0.06332506188698579,-6.284698542846274
rff,360,0.001,0.2054462007963437,0.2526783297019326,0.28962778943685946,-3.085381093971991
rff,360,0.01,0.23185339387856962,0.2040568470535949,0.27132951682638057,10.539376022177592
rff,360,0.05,0.2413599254288706,0.21132360994412624,0.23791382403550088,21.2808948016
rff,360,0.1,0.24103589798202615,0.2271190213450451,0.21057908409008402,19.744425899484593
rff,360,1.0,0.20167275474969487,0.2690438869335544,0.06958908975756319,-5.70975384082561
rff,3600,0.001,0.20671504287499495,0.2480398260546887,0.30395403580755603,-2.5098832843741006
rff,3600,0.01,0.23165127052988285,0.20352292700283425,0.27739342752090373,9.166591014435271
rff,3600,0.05,0.24186138816039052,0.20791275703430825,0.24413653454966452,21.50957444912248
rff,3600,0.1,0.24174340304240216,0.2235373380629277,0.2180060688537712,20.41855909094235
rff,3600,1.0,0.20336556114306206,0.2681361822684545,0.07399576103671016,-5.211059032367758
rff_ens,36,0.001,0.2120050510902071,0.2459059375813782,0.26317489514689735,-1.5554434135500104
rff_ens,36,0.01,0.23300564355440184,0.20517357926676297,0.2560501582197887,11.999721622388787
rff_ens,36,0.05,0.24062406267883146,0.2156895660855867,0.22645098428883725,18.962470354275986
rff_ens,36,0.1,0.23955263069298913,0.23119185411922402,0.19800676286317861,16.76006711553336
rff_ens,36,1.0,0.1994819615035133,0.2699866327819659,0.06322379761613751,-6.246731263294847
rff_ens,360,0.001,0.20731864676287032,0.24821080125679298,0.2919258279039178,-2.4919373200773487
rff_ens,360,0.01,0.23225047631650736,0.20359122651018377,0.2710037635831444,10.873215164180069
rff_ens,360,0.05,0.24149562281267473,0.21123210499229003,0.23753355802783394,21.378882318948527
rff_ens,360,0.1,0.24113324650580342,0.22707746882008223,0.21023566427783016,19.808986573886582
rff_ens,360,1.0,0.20168137325839372,0.26904284425924646,0.0694516489331676,-5.706588794960281
rff_ens,3600,0.001,0.20691700177440941,0.2476069945423731,0.30367409963305303,-2.4509217162276316
rff_ens,3600,0.01,0.2316860747849914,0.20348510753683344,0.2768553044030507,9.192596674914071
rff_ens,3600,0.05,0.24187671546718292,0.2079041762005767,0.24366119962952676,21.522732674079936
rff_ens,3600,0.1,0.24175615002880735,0.22353237299476733,0.21758456191582604,20.42937012122294
rff_ens,3600,1.0,0.20336765761189185,0.2681359629764759,0.07384789362608929,-5.210280236284499
rff_lev,36,0.001,0.16294207874020322,0.3006714950708508,0.154355700105996,-11.65208408249547
rff_lev,36,0.01,0.22034334371832706,0.22705675099293815,0.19426353866296445,1.5618275061826712
