method,P,kappa,sharpe,hjd,real_sr,t_vs_fm
ff,6,0.0,0.13157253541026018,0.2898907927230118,0.22197379487766944,6.79615291055345
fm,6,0.0,0.10523989454428405,0.3736124329772355,0.21522650754683015,
linlev,11,0.0,0.05370021249976264,0.37449698534377945,0.12315599890278241,-4.335373473817493
linlev,11,0.001,0.05868002724674066,0.3424865985919825,0.1495596072250391,-3.735388451009584
linlev,11,0.01,0.07141062430450065,0.299064785977628,0.15088129428579955,-2.4917400196498263
linlev,11,0.05,0.0669026723946439,0.2859428154376068,0.14739096100232607,-2.560248332945922
linlev,11,0.1,0.05792007995890654,0.2871670903751708,0.14536374418411727,-2.962838702447738
linlev,11,1.0,0.031236833881212858,0.2932685367585238,0.14020495114393688,-4.109046136127715
linrank,6,0.0,0.1170926193370929,0.3160565758706596,0.15900248949196333,3.0682057430323235
linrank,6,0.001,0.12802690979995052,0.29063061628741904,0.1931026273017307,6.406983271200507
linrank,6,0.01,0.15796197220425054,0.25033405946959475,0.2008993943137062,16.35280771998611
linrank,6,0.05,0.1725226931842175,0.2344653216872265,0.1929737112177076,19.67633298382468
linrank,6,0.1,0.17388725268627744,0.2382695352876852,0.18962781811023402,20.196587771629172
linrank,6,1.0,0.17446162062378737,0.2762027706729836,0.18561032688566667,20.646704613954032
rff,36,0.001,0.13464964916544397,0.39989033809071617,0.1979645842900627,8.013469289668315
rff,36,0.01,0.1608081530571122,0.2551583027315616,0.24459227304094697,13.324119525614488
rff,36,0.05,0.1797981178851447,0.21894546740447904,0.20804354134556355,21.34856873182716
rff,36,0.1,0.1887502381644143,0.21845435960610077,0.18059417089543495,27.606977641059895
rff,36,1.0,0.19350390206413848,0.23813249821696808,0.07789203792884158,36.482778783111506
rff,360,0.001,0.14298351146009058,0.45505900491606066,0.2988944542056304,7.908824763010733
rff,360,0.01,0.16223821474549996,0.26184755565288587,0.30035352064679155,10.782190134236519
rff,360,0.05,0.17992342543777715,0.21535898797298647,0.24336383476250964,18.69371105408113
rff,360,0.1,0.1909708979544056,0.21411321049911747,0.21018609847955758,27.593394575555237
rff,360,1.0,0.1947840185566802,0.2369098289066259,0.0866111538676168,36.23306001862518
rff,3600,0.001,0.14430893522385874,0.46655164291440177,0.2894316501083618,7.978320090746025
rff,3600,0.01,0.16246994975881057,0.26745243852752737,0.3047371317080084,10.322698553900644
rff,3600,0.05,0.17778433073129782,0.21563014775373504,0.25156367117048906,16.45750268895853
rff,3600,0.1,0.189686742475336,0.21230438649664657,0.22003762405383465,25.135123200553824
rff,3600,1.0,0.19533344905176908,0.23574388040232147,0.0922331721058116,36.04363637332202
rff_ens,36,0.001,0.14677386455277353,0.3524631452503829,0.22261219642010674,9.690112479392903
rff_ens,36,0.01,0.1658020521341939,0.2431485654264895,0.25213594037245846,13.654180038944427
rff_ens,36,0.05,0.1835106437935367,0.21584603112351713,0.2100412684994462,22.894450689921747
rff_ens,36,0.1,0.19101304479593142,0.217111268466425,0.18148204463795706,28.48244027635528
rff_ens,36,1.0,0.19364518183250812,0.23810444703824216,0.07775992025173953,36.46557681347683
rff_ens,360,0.001,0.14535226407848867,0.4479170033537982,0.3007641431305498,8.187049962783945
rff_ens,360,0.01,0.16247063478540924,0.2611042964707205,0.3002063465532176,10.78804763986605
rff_ens,360,0.05,0.1801115277575582,0.21519959214828063,0.24296866978609707,18.747886379047586
rff_ens,360,0.1,0.19113983628234876,0.21403710804746107,0.20982500041096538,27.708571412600087
rff_ens,360,1.0,0.19479324878123944,0.23690774889678937,0.0864395532794609,36.233155920882176
rff_ens,3600,0.001,0.14449187252394335,0.46590388832370905,0.28906960152067057,7.997726432614548
rff_ens,3600,0.01,0.16248988882105753,0.2673645546802609,0.3041618877606995,10.321996014833823
rff_ens,3600,0.05,0.17779001227829785,0.21560703834169212,0.25107213370201303,16.44753925355003
rff_ens,3600,0.1,0.18971737466384367,0.2122935455968709,0.21960457170705988,25.149972838599943
rff_ens,3600,1.0,0.19533486521558202,0.2357435773050198,0.09204816115972397,36.043758557898606
rff_lev,36,0.001,0.05696022100812953,0.5308028222648035,0.2204681152033172,-6.860909967128639
rff_lev,36,0.01,0.11982357322510617,0.27709492675140873,0.2313842721138148,2.130495163741602
rff_lev,36,0.05,0.1766062053407583,0.23208244482119778,0.17886592581912814,17.055887192673655
rff_lev,36,0.1,0.18966051598042075,0.23147431561314386,0.14836498548881671,25.770752351136647
rff_lev,36,1.0,0.1915168371722813,0.24149314064497227,0.06590297328201268,37.126104091052866
rff_lev,360,0.001,0.0558250764259437,0.5529918207410546,0.2587066467243248,-6.272383268107178
rff_lev,360,0.01,0.15423806311997845,0.25041913504167423,0.2594709118021046,9.812700141408254
rff_lev,360,0.05,0.19012549488781486,0.22420623568571257,0.18576613696068003,23.167614499534974
rff_lev,360,0.1,0.1970677609831514,0.22788792652020737,0.1508847220740603,30.698280654442907
rff_lev,360,1.0,0.19173654711684152,0.2413861212574313,0.06525975420192205,37.028448942534084
rff_lev,3600,0.001,0.08372847859692875,0.5078309673420479,0.29154425526641076,-3.226698950730597
rff_lev,3600,0.01,0.16165201890910388,0.24428509409071944,0.27660167910751743,11.665540708022105
rff_lev,3600,0.05,0.19195072795514753,0.2219114026168119,0.19722328217599658,24.394817038084
rff_lev,3600,0.1,0.1984320935162224,0.22613903486385367,0.16057679988577533,31.6315565907668
rff_lev,3600,1.0,0.19216431552329977,0.2410671053710669,0.06747334680647694,36.862044518875095
rff_lev_ens,36,0.001,0.07179012936811435,0.4518323883701338,0.26997766358605696,-4.0656050875231475
rff_lev_ens,36,0.01,0.13816645238680547,0.25821031199940975,0.24729344704799297,4.7096226871976885
rff_lev_ens,36,0.05,0.1876213533243783,0.22726321095522167,0.18474009583174086,20.38417621474227
rff_lev_ens,36,0.1,0.1954110700800948,0.22934355279745497,0.15148403553808956,27.388808039923624
rff_lev_ens,36,1.0,0.1917314460129719,0.2414472250880433,0.06583107620512149,37.08050305614678
rff_lev_ens,360,0.001,0.05795816244261924,0.5339805519514842,0.2685021578960136,-5.703678335930266
rff_lev_ens,360,0.01,0.1575113937054023,0.24847153666343175,0.2602657312095739,10.595674937064517
rff_lev_ens,360,0.05,0.19097215052213978,0.2238736581744626,0.185662441737361,23.360448642309603
rff_lev_ens,360,0.1,0.19746785542546053,0.2277468409195415,0.1507424858758083,30.87943530767711
rff_lev_ens,360,1.0,0.1917497419061801,0.2413830628417226,0.0651320162002484,37.02744928805458
rff_lev_ens,3600,0.001,0.08423375919299979,0.5053428200899912,0.29250737694031714,-3.1298199519999743
rff_lev_ens,3600,0.01,0.16184461409604828,0.24409528496549687,0.27618813600941144,11.692101820424096
rff_lev_ens,3600,0.05,0.19200619811144468,0.22188654350096718,0.1968524523525249,24.410271485917136
rff_lev_ens,3600,0.1,0.1984714507250376,0.2261296830419689,0.16026654295644116,31.67276893879778
rff_lev_ens,3600,1.0,0.192165007495453,0.24106693761934642,0.06733793229760779,36.862131672447944
