month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd
674,ff,6,0.0,0,0.054108644692090015,0.2974227464333942,0.18192503882418176,-0.3266159183012292,0.022720914996578277
674,fm,6,0.0,0,0.05986181228925201,0.34117107041107453,0.17545981321665097,-0.3821937151413393,0.0398076801321344
674,linrank,6,0.0,0,0.057909764231200186,0.32476280643112376,0.17831402822133754,-0.4326765213112649,0.032555061626412175
674,linrank,6,0.001,0,0.04916796313027274,0.30003944168138025,0.16387166585413623,-0.4133149091579392,0.03365539775675618
674,linrank,6,0.01,0,0.04655503578112634,0.2761541946972981,0.16858348225402434,-0.41868831277758456,0.024868607897659472
674,linrank,6,0.03,0,0.04368175803013738,0.24932096796854117,0.17520290566034163,-0.4110115953076606,0.016255693847554115
674,linrank,6,0.1,0,0.03698634434429953,0.2026803786481963,0.18248606298737385,-0.36886424999649736,0.00802480572286791
674,linrank,6,0.3,0,0.02711935549518202,0.14581025382286208,0.18599072962404983,-0.2830076589753603,0.007307547426538598
674,linrank,6,1.0,0,0.014600227712836948,0.07817657499155041,0.18675962351145456,-0.15651401047777447,0.016674456955467182
674,linrank,6,3.0,0,0.006358374090336712,0.0340453361887366,0.18676197101088657,-0.06882126948383738,0.028032934511011666
674,linrank,6,10.0,0,0.0021400129853665134,0.011460853453350397,0.18672370204165858,-0.023247298512022476,0.03540607370110579
674,rff,36,0.001,0,0.02467388862504941,0.23555205139536728,0.10474919865433481,0.07956949770166166,0.04629596130060883
674,rff,36,0.01,0,0.032772607706857464,0.21862079341176893,0.14990617861829253,-0.07919943648423947,0.022874048568320315
674,rff,36,0.03,0,0.037399997356551834,0.22040579590924003,0.16968699576281843,-0.18275728551909434,0.01472764881376456
674,rff,36,0.1,0,0.04072997627459703,0.22701505033218758,0.17941531283937998,-0.27765769622707664,0.011284980349772756
674,rff,36,0.3,0,0.04185401350493382,0.23056588498983052,0.1815273474077913,-0.3255228276328451,0.010754527612090543
674,rff,36,1.0,0,0.04139566631421776,0.22878747749832193,0.18093501780280516,-0.3370777137252483,0.010816147275544884
674,rff,36,3.0,0,0.04071914178691448,0.2261685691362552,0.18003890612396828,-0.3342594734719142,0.01092215545350237
674,rff,36,10.0,0,0.04033625437695037,0.2246917017186134,0.1795182201586794,-0.3315036587315662,0.010991034338789892
674,rff,360,0.001,0,0.032312595233540894,0.27607669580322686,0.11704209636213422,-0.01279974177033684,0.05218742416370447
674,rff,360,0.01,0,0.03881561576205744,0.24985721898072666,0.15535118785201713,-0.15641780481572928,0.025854219233760776
674,rff,360,0.03,0,0.04267055097370295,0.2511339732568477,0.16991150349085415,-0.25101514165036753,0.019098115350914532
674,rff,360,0.1,0,0.044567538467690335,0.2484395741601338,0.17938985211335115,-0.32559781334896964,0.014123579412809744
