month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,sr_ew,sr_orth,prov
414,497,0.31948574501713656,0.32016614984789055,-0.433818645284902,0.005897179196629641,0.001461313012008505,0.06590519408663356,0.14567974665171526,0.2843387991193725,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
415,497,0.3164781660234684,0.31717157946908675,-0.5203314425148399,0.005940274464049351,0.0014201524943889094,0.06585879299297157,0.14379055591650525,0.281926773469283,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
416,495,0.31829357917875245,0.3191816671446295,-0.4658144191410303,0.005953789827671718,0.001443711712782955,0.0654410313674128,0.14647997459802947,0.2825852430474412,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
417,496,0.31499691200499075,0.3159833780513138,-0.5246261107351374,0.00601064768845039,0.0013912593856551868,0.06530682835148532,0.14625336818601553,0.2789856750210047,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
418,496,0.31394204903005224,0.31495018942293634,-0.5519023630136196,0.006048790638264124,0.0013647966986379836,0.06507664005965465,0.14634673987043148,0.2777449223270949,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
419,496,0.31268013218853785,0.3137558648744162,-0.5702599312938926,0.00609093246079247,0.0013453862699890416,0.06493413760865796,0.1470493015513271,0.27594450162796935,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
420,495,0.3097536209792016,0.3110123794882088,-0.6916284066822759,0.006157394406152731,0.0013085774825634864,0.06453466838113879,0.14485108745170686,0.2737982252933442,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
421,495,0.308401362555249,0.3096825022296588,-0.7110930433122171,0.006250610629009072,0.0013057017610379593,0.06401226938088773,0.14650781509034275,0.27137955070968056,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
422,495,0.30577810755822704,0.30660007663308897,-0.7537545381945907,0.006361857631353102,0.0012915854038294977,0.06399797630381847,0.14801038179260465,0.2675690152904444,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
423,498,0.3053083289913943,0.30594285942253185,-0.7116555811034012,0.00646844839531832,0.0012954644761703565,0.06392002823159305,0.15153415587385774,0.2650482509942574,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
424,498,0.3051203195593703,0.3054829526551881,-0.69158251591352,0.006520774097469445,0.0013003527583777983,0.06330875466484924,0.15430104720362703,0.26322917057172124,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
425,499,0.30320691777702613,0.3035786235081544,-0.7274549116347633,0.006590904109439348,0.00127284385916499,0.06332472342788645,0.15431406410060833,0.26100115825144843,bgn_gam_oracle_bgnzr_s000@cc56eea+dirty
