month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,sr_ew,sr_orth,prov
414,500,0.402321269174244,0.4023212691742442,0.42020049944981985,0.023680928491729637,0.006181561255787801,0.16244921017260008,0.2630729332553791,0.3043928964650544,bgn_gam_oracle_g0235_s008@de109da+dirty
415,500,0.40038469557499595,0.40038469557499484,0.3809782019196757,0.023200641091934874,0.006129238845858307,0.16009341845283998,0.26170306551589323,0.30301717764883607,bgn_gam_oracle_g0235_s008@de109da+dirty
416,500,0.39867739464516255,0.39867739464516355,0.3573948039649358,0.022830058976040027,0.006108621162514585,0.1582131853709857,0.2605583338900455,0.30174992898341874,bgn_gam_oracle_g0235_s008@de109da+dirty
417,500,0.40234058169731873,0.4023405816973197,0.41234493074956446,0.023295459004308825,0.0063281798139342375,0.16203100084251706,0.2619463020598475,0.30538840599752304,bgn_gam_oracle_g0235_s008@de109da+dirty
418,500,0.39726800455313627,0.3972680045531355,0.3309220721327935,0.022426182054021596,0.0061288601270267406,0.15630757294496084,0.2594072851100279,0.3008815844704946,bgn_gam_oracle_g0235_s008@de109da+dirty
419,500,0.39151747993163977,0.3915174799316398,0.23468100094919228,0.02145926266750334,0.005887292311682016,0.15050074374360983,0.25598359500836804,0.2962403351649025,bgn_gam_oracle_g0235_s008@de109da+dirty
420,500,0.39113969733402476,0.3911396973340255,0.23679245571474156,0.02146191972535936,0.005847293126813886,0.15070944636867523,0.25625576789535204,0.29550506637097773,bgn_gam_oracle_g0235_s008@de109da+dirty
421,500,0.3944259548754508,0.3944259548754506,0.3039674088186244,0.022095423559166265,0.006059741502142492,0.15533662840471021,0.25863241019622535,0.2977937378043779,bgn_gam_oracle_g0235_s008@de109da+dirty
422,500,0.3919863720617148,0.3919863720617145,0.2674286825487373,0.021712410560709758,0.005958475834272042,0.153495716543101,0.2572094011965891,0.29579830935655665,bgn_gam_oracle_g0235_s008@de109da+dirty
423,500,0.3891117742771327,0.3891117742771333,0.22105829269606744,0.02124805349077089,0.005802311067204969,0.15049258839217242,0.25539936277911235,0.29356283547670275,bgn_gam_oracle_g0235_s008@de109da+dirty
424,500,0.39180830273618805,0.3918083027361879,0.24523409503712532,0.021316915818626873,0.005896863807624354,0.1510700058437552,0.25607037211219547,0.29654967647821523,bgn_gam_oracle_g0235_s008@de109da+dirty
425,500,0.3844422613402174,0.38444226134021725,0.12194499974338636,0.020132962626820246,0.005537142763326462,0.14371623305416267,0.2508635086883623,0.29131315163058463,bgn_gam_oracle_g0235_s008@de109da+dirty
