month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd,prov
674,ff,6,0.0,0,0.06841629965305235,0.2995619356040359,0.22838782742906874,-0.00938833559022065,0.03752158520246271,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,fm,6,0.0,0,0.08652303556295413,0.37381923551257457,0.23145688435298203,0.012574926754883824,0.0541170265838403,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank,6,0.0,0,0.08501582890242064,0.3619551862097183,0.2348794329836239,-0.04378002520127165,0.04814363137075088,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank,6,0.001,0,0.08249382799356168,0.3534788129947453,0.23337700863782182,-0.056979421492877956,0.046700888093596835,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank,6,0.01,0,0.0715581651691157,0.3064985205186596,0.23346985508453455,-0.07361175842460774,0.0358816249317809,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank,6,0.1,0,0.03300290874122743,0.14464896742583386,0.22815861964689846,-0.05180428016961732,0.03594273946780152,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank,6,1.0,0,0.00543179145567797,0.024308889680601808,0.22344876820978263,-0.009321549602126413,0.06969288475208037,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,mkt_est,1,0.0,0,0.014918515319238993,0.0926147680088442,0.16108138734218236,0.04323130512323393,0.058899067901699076,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,ew,1,0.0,0,0.006690874516713361,0.041537229267215425,0.16108138734218233,0.019389009669097613,0.06832440137108356,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,0.0,0,0.08501582890242058,0.36195518620971795,0.234879432983624,-0.04378002520127157,0.04814363137075076,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,0.001,0,0.08427749811929995,0.3576063272531766,0.23567116042561945,-0.04311152501395461,0.046366026929669374,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,0.01,0,0.07848853493038811,0.3285906264246324,0.23886419337159862,-0.03746261369775951,0.03709122121638946,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,0.1,0,0.05070460627240144,0.21200191047863523,0.23917051576528725,-0.004303087471913176,0.026042595786542288,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,1.0,0,0.021661624008888925,0.10768078361693668,0.201165178050226,0.03411706029922852,0.04867717028479682,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,10.0,0,0.015658504680209687,0.09391932422905877,0.16672292745655132,0.04222884329376715,0.057685060059558514,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linrank_m,6,100.0,0,0.014993242415758296,0.0927420357544582,0.16166609125827341,0.043130048927496334,0.058775438870016974,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.001,0,0.06348781039063396,0.2796391675273238,0.2270347567975452,0.10734946623197815,0.035189186489818496,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.01,0,0.06729700535436724,0.2800433630229596,0.24030923149872982,-0.009225940805194136,0.02829520258165508,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.1,0,0.04285484483030726,0.17961294457479177,0.23859552512632115,-0.00740118761993544,0.028323699111157098,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,1.0,0,0.019471483079078967,0.1019554574674099,0.1909802924017386,0.03394052786597957,0.0517671289900444,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.001,0,0.07118120692115483,0.3131347889916346,0.2273181052490991,0.14362538568064695,0.04069378764079283,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.01,0,0.07123333507974074,0.29524058874810644,0.24127216173693394,0.00804307981370704,0.02971056429894434,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.1,0,0.04399523915019059,0.18437848119318417,0.23861374096087812,0.004472736029943194,0.027876568282121317,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,1.0,0,0.019578234263955174,0.10229322167135077,0.1913932706788376,0.03644038592829496,0.05162678311640274,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.001,0,0.06965470217062719,0.3029405522843505,0.22992861683716373,0.0954925118712571,0.03725139259908641,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.01,0,0.07048589135651785,0.29244165830249436,0.2410254809990477,4.173953660370575e-05,0.02945464286551468,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.1,0,0.042309624816385165,0.1777639564874203,0.23801014363324693,0.0046505297082144745,0.02870692013290905,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,1.0,0,0.019161974337679005,0.10126650956916211,0.18922321327360384,0.03678493336079231,0.05223417973299572,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.001,1,0.07528355047844089,0.3366795103258332,0.2236059759193027,0.06565558026086157,0.04838964587651568,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.01,1,0.06986078147580314,0.29565188631403216,0.23629404955529087,-0.025864734288845073,0.032505044905363684,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,0.1,1,0.037072502574814176,0.1601796760676388,0.23144323602677053,0.005759147908279564,0.03282293511017961,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,36,1.0,1,0.01800950722996416,0.09883212389132176,0.18222321367663674,0.03779883982427825,0.054009157791122066,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.001,1,0.06740472979905167,0.3057692534144458,0.2204431251551965,0.09126585052213212,0.04316481552232201,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.01,1,0.06800297821397414,0.2847496689058707,0.2388167068824715,-0.007529759793061327,0.0296368637475396,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,0.1,1,0.03982303567918438,0.16913181884414363,0.23545561060796985,0.00665294274118604,0.030481416145379713,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,360,1.0,1,0.018641251605441743,0.10021508721005326,0.18601242711458432,0.03746723905675853,0.053044097942567134,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.001,1,0.07037472466251532,0.3085111038578707,0.22811083226014628,0.09893093518643437,0.039318294937410736,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.01,1,0.0709197286625705,0.29474833557504637,0.24061112516278657,-0.007503491916146217,0.030002773100206447,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,0.1,1,0.04258006242424151,0.1788865162531483,0.23802835068902028,0.0010966868131272562,0.028589363752271828,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff,3600,1.0,1,0.019210393710662344,0.10136497069419145,0.1895170844434838,0.036240394913890035,0.05215915027654293,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,36,0.001,-1,0.06938568043453741,0.30152976195954945,0.23011221175522162,0.08650252324641985,0.03689925031518611,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,36,0.01,-1,0.06857889341508519,0.2859675598388724,0.2398135419756205,-0.017545337547019584,0.029258764259580974,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,36,0.1,-1,0.039963673702560716,0.16927297845266528,0.23609009581961113,-0.0008210198558279381,0.030259130232434456,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,36,1.0,-1,0.01874049515452156,0.10033926768456534,0.18677129689082145,0.03586968384512891,0.05287422567658304,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,360,0.001,-1,0.06929296836010325,0.3079857392287074,0.22498758719684395,0.11744561810138954,0.041006835499715746,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,360,0.01,-1,0.06961815664685744,0.28980570802697037,0.24022355225790973,0.00025666001032281435,0.029533764033719784,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,360,0.1,-1,0.04190913741468748,0.1766686752079637,0.23721883557090453,0.0055628393855646045,0.029085962956719832,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,360,1.0,-1,0.01910974293469846,0.10123823890631224,0.18876012800245343,0.03695381249252674,0.05233091860999956,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,3600,0.001,-1,0.07001471341657124,0.30559186920250253,0.22911183337203098,0.09721172352884576,0.038195064971856194,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,3600,0.01,-1,0.07070281000954416,0.293583933042738,0.24082656457651488,-0.0037308761897712492,0.029720834252514886,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,3600,0.1,-1,0.04244484362031334,0.17832187210920944,0.23802376634044586,0.0028736082606708553,0.028646608769374093,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,rff_ens,3600,1.0,-1,0.019186184024170678,0.1013155500388665,0.1893705755613083,0.03651266413734117,0.05219662347626071,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linlev,11,0.0,0,0.0693746302285693,0.3247261602355565,0.2136404106717023,-0.12210611737618478,0.05144669919105511,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
674,linlev,11,0.001,0,0.0607866193450513,0.3093625720176917,0.1964898951692678,-0.14799777791643984,0.057763016554213724,bgn_gam_estimators_bgnbase_s008_w360_summary@a5b5673+dirty
