month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,prov
314,500,0.0498425427642724,0.04984254276427235,0.010702535992005328,0.0038166323683678366,6.854483568607514e-05,0.10330634149868712,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
315,500,0.049821578053706864,0.049821578053706794,0.19773354072722862,0.0039698484726178665,7.497616720258783e-05,0.10983148512762854,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
316,500,0.049702016766133346,0.04970201676613326,0.3134854091102689,0.00405888117909717,7.883937964934612e-05,0.11407505902886358,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
317,500,0.04980368605653016,0.04980368605653027,0.28262559850522445,0.004030879106798212,7.765055807611188e-05,0.11277364030934092,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
318,500,0.04977901021854917,0.04977901021854916,0.2966935570916036,0.004038533356621341,7.767177591549925e-05,0.11320270130122381,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
319,500,0.049770524190788645,0.04977052419078871,0.3767525152554472,0.0041020024456603285,8.144293157790927e-05,0.11622269339534609,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
320,500,0.04984061504692013,0.049840615046920195,0.34328786464931216,0.004069845064941431,8.114685412100264e-05,0.11489859789078641,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
321,500,0.04983793310259311,0.049837933102593046,0.3859149326695507,0.0041035521955177035,8.370585825610758e-05,0.11652467584461769,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
322,500,0.04981635888584218,0.049816358885842314,0.4551679309317376,0.004163037460845106,8.743664542111597e-05,0.11933485377725662,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
323,500,0.05000004080901224,0.05000004080901222,0.3507878267104167,0.004069760886371043,8.380014566331835e-05,0.11518403457069556,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
324,500,0.05002465699851205,0.050024656998512045,0.29722042910765323,0.004023098796505011,8.137901651580615e-05,0.11308187289319932,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
325,500,0.050023812301112636,0.050023812301112656,0.3619340786236437,0.004072588750467329,8.451379918712842e-05,0.11552792554470609,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
326,500,0.04996038156106857,0.0499603815610687,0.37846904382680674,0.004083415081141229,8.461386036079401e-05,0.11613327363796812,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
327,500,0.04992670794129032,0.04992670794129028,0.42622159909866697,0.004121864577727201,8.751251616793497e-05,0.11806018997426587,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
328,500,0.05011389224039398,0.05011389224039408,0.3622818417701704,0.004065119096611671,8.590633936371789e-05,0.11554042928334543,bgn_gam_oracle_g0235s_s000@c3d60c8+dirty
