month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,prov
414,454,1.0998040540415925,1.3841277532763225,0.12179950252611843,0.015589136000337775,0.00648665998341245,0.10302653119296788,kp_vy_oracle_vyx_s006@132cbc8
415,455,1.0970897589876678,1.3739593143272641,0.05934666678841664,0.015641504746897832,0.006453353781799407,0.10368834763820547,kp_vy_oracle_vyx_s006@132cbc8
416,456,1.068132890145612,1.3448296406249882,0.16093612621481646,0.01565269312289569,0.006496229995692408,0.10427875495752248,kp_vy_oracle_vyx_s006@132cbc8
417,457,1.0967603594796878,1.3606641061538836,0.2086889761961102,0.015547698199475062,0.006499343469084498,0.10337370057239502,kp_vy_oracle_vyx_s006@132cbc8
418,456,1.118810609948415,1.3882574401268069,0.18427346744604098,0.015539762162194966,0.006511761630335884,0.10267517422041729,kp_vy_oracle_vyx_s006@132cbc8
419,457,1.1575913779880336,1.399058903879832,0.07618987202471761,0.015558877272816365,0.006486049228061564,0.1028187784254703,kp_vy_oracle_vyx_s006@132cbc8
420,459,1.16946312204558,1.4116669649112317,0.08261451647946816,0.015606724627543082,0.006491532666738336,0.10309810122246967,kp_vy_oracle_vyx_s006@132cbc8
421,459,1.1365941614879331,1.3754355021176952,0.10038521611552839,0.015661991013118486,0.006453374872679192,0.1039923402534028,kp_vy_oracle_vyx_s006@132cbc8
422,459,1.1305844302136236,1.3493027600920882,0.05431601677973946,0.01566401511224774,0.006426673205566119,0.10433170478997376,kp_vy_oracle_vyx_s006@132cbc8
423,459,1.1384627755882988,1.3563234020955042,0.03061222492369859,0.01564995226146585,0.006396967318186781,0.1038348529690479,kp_vy_oracle_vyx_s006@132cbc8
424,459,1.1833157627633084,1.3788707637223603,-0.1027204126224073,0.015589698067010889,0.006352439760614233,0.10318593051516203,kp_vy_oracle_vyx_s006@132cbc8
425,459,1.1842035925086105,1.3902103966901804,-0.05806361254858466,0.015534223662546911,0.006372537049009458,0.10273823357834984,kp_vy_oracle_vyx_s006@132cbc8
426,459,1.1941680072162832,1.3814301360234351,-0.11240456713313546,0.01549585577382079,0.006374760500535508,0.10285324500428299,kp_vy_oracle_vyx_s006@132cbc8
427,459,1.1834191899576199,1.3729188334575217,-0.11161555448455274,0.015584496028391511,0.006390350459692296,0.1037880109360388,kp_vy_oracle_vyx_s006@132cbc8
428,459,1.1613648591948147,1.357227969223001,-0.12022036426504487,0.015646231305623776,0.006379040488730454,0.10399389734983232,kp_vy_oracle_vyx_s006@132cbc8
429,459,1.2108205704945523,1.3948926494084362,-0.16452862055941975,0.015581232499708456,0.006400415294644693,0.10276730596203754,kp_vy_oracle_vyx_s006@132cbc8
430,459,1.20338223818903,1.3775028844904027,-0.23488567543092034,0.01557575986468217,0.006362825852446556,0.10307968476449163,kp_vy_oracle_vyx_s006@132cbc8
431,458,1.1514855683166347,1.3791893711578433,-0.09177650172238569,0.01568770499368808,0.006439846501928696,0.10377344534973516,kp_vy_oracle_vyx_s006@132cbc8
432,459,1.1596439722882026,1.3633317465084211,-0.14553845754639172,0.015659970004124977,0.006400227050646,0.10365173300910457,kp_vy_oracle_vyx_s006@132cbc8
433,460,1.1935054701477918,1.3997338596085254,-0.17391919244961573,0.01567204422164993,0.006445482552171752,0.1028205996917283,kp_vy_oracle_vyx_s006@132cbc8
434,459,1.155086589533782,1.3749112271030905,-0.11114262796663198,0.015651228187125308,0.006426168739756717,0.10294471066625963,kp_vy_oracle_vyx_s006@132cbc8
435,457,1.1562945250341352,1.387200605029221,-0.11747559814755272,0.01566777710894741,0.006414907090491802,0.10305984700959907,kp_vy_oracle_vyx_s006@132cbc8
436,457,1.1413738714821267,1.3923871083942272,-0.010563568675577395,0.015690287194662676,0.00649431345268128,0.10325369655955079,kp_vy_oracle_vyx_s006@132cbc8
437,458,1.1154554551672562,1.3678168890063265,0.07776790568152074,0.015731018608718176,0.006498949431452496,0.10409146003553305,kp_vy_oracle_vyx_s006@132cbc8
438,458,1.1054991295438856,1.3604356377885967,0.12697227227627886,0.015752088282377022,0.006468852991608154,0.10479158803179157,kp_vy_oracle_vyx_s006@132cbc8
439,458,1.0975997553843708,1.362323840901444,0.08927579021454085,0.015847681585652525,0.006467702334807103,0.10544126002911065,kp_vy_oracle_vyx_s006@132cbc8
440,459,1.0838529411840259,1.3348060797336752,0.12431928321743765,0.015796295794950593,0.006428844898582543,0.10551780674629296,kp_vy_oracle_vyx_s006@132cbc8
441,458,1.0907157875073827,1.3537271398635993,0.08008316856097991,0.01582015990276302,0.006455185039631832,0.10556582791749711,kp_vy_oracle_vyx_s006@132cbc8
442,461,1.0471761427310557,1.3046385628592376,0.1536501576418478,0.015859346476405384,0.0064041899744840605,0.1069679253061125,kp_vy_oracle_vyx_s006@132cbc8
443,461,1.049027047228779,1.2990340090057027,0.1793279233501696,0.015846235452814345,0.006469143443656398,0.10672619113565376,kp_vy_oracle_vyx_s006@132cbc8
444,460,1.0894426905939065,1.3251309478947724,0.19284760502445505,0.015712581128595287,0.0064857501235385424,0.10483210524657646,kp_vy_oracle_vyx_s006@132cbc8
445,456,1.1035873919008339,1.340655095331572,0.13292831261485177,0.01576113649636899,0.006466229840454986,0.10481525300451489,kp_vy_oracle_vyx_s006@132cbc8
446,455,1.1029216605337044,1.3585895700769977,0.16074302092126275,0.015698178455222714,0.00651472079032709,0.1041680272879075,kp_vy_oracle_vyx_s006@132cbc8
447,455,1.1259513983750111,1.367091778948768,0.11244279072294278,0.0156718046467463,0.00648026594736401,0.10355649332722684,kp_vy_oracle_vyx_s006@132cbc8
448,454,1.1349534433142505,1.3663617283693468,0.042818175682778584,0.015695838094970382,0.00647906302607935,0.10342737582407116,kp_vy_oracle_vyx_s006@132cbc8
449,455,1.1432411636246897,1.3739845110390574,0.02600405427678261,0.01575012583682215,0.006474903283591832,0.10330890592691745,kp_vy_oracle_vyx_s006@132cbc8
450,457,1.1479232337794383,1.370780614569123,-0.03586732761356927,0.015692099645234093,0.006461717196720039,0.1031362020498599,kp_vy_oracle_vyx_s006@132cbc8
451,456,1.1397429168931625,1.3765124955146637,0.06360153920411446,0.015703343779807886,0.006493234851551447,0.10323623809812787,kp_vy_oracle_vyx_s006@132cbc8
452,455,1.1686481122312697,1.3888949486524997,-0.02505032260665426,0.015700469803365723,0.0064534892041397595,0.1029425898695588,kp_vy_oracle_vyx_s006@132cbc8
453,455,1.1732751533784729,1.3745206225107145,-0.033521256012714336,0.01569644395948629,0.006424458103533639,0.10334484642691513,kp_vy_oracle_vyx_s006@132cbc8
454,456,1.1796946185925832,1.3917023774937751,0.0026870126106976824,0.015741211960208112,0.006501905601440588,0.10287420585538212,kp_vy_oracle_vyx_s006@132cbc8
455,456,1.1685407881546892,1.365402230035683,0.010841676093099927,0.015713453320793675,0.006487510692841999,0.1031908870238825,kp_vy_oracle_vyx_s006@132cbc8
456,455,1.192764236785033,1.3671951241105165,-0.11917569096569539,0.015640139133610672,0.006414382467884269,0.1025987049386152,kp_vy_oracle_vyx_s006@132cbc8
457,454,1.1804598923904743,1.3687047264698073,-0.11111410212462773,0.015659229665110023,0.0064145030901411,0.10277830071297384,kp_vy_oracle_vyx_s006@132cbc8
458,455,1.2040007533596333,1.3973803059894794,-0.17187055607815255,0.015710619962640244,0.006430303433991277,0.10278973736713838,kp_vy_oracle_vyx_s006@132cbc8
459,454,1.2030727201486648,1.3836906444431023,-0.13228460851497267,0.015696037168982355,0.0063664199749539465,0.10330235413181142,kp_vy_oracle_vyx_s006@132cbc8
460,452,1.1734137770541313,1.375521574712094,-0.049901417369659404,0.015697381924910773,0.006423960920650936,0.10278464634730532,kp_vy_oracle_vyx_s006@132cbc8
461,452,1.136281540855938,1.3480663031214146,-0.026811393964487666,0.015831489838317975,0.006420546036417962,0.10389356740375863,kp_vy_oracle_vyx_s006@132cbc8
462,454,1.1960799073080408,1.3803487971298019,-0.11253596081681996,0.015700174079856473,0.006413432678353543,0.10293308762709318,kp_vy_oracle_vyx_s006@132cbc8
463,456,1.1837921973183256,1.3740587313185681,-0.07732259326831416,0.01579290660875162,0.00645404789098234,0.10355355638040672,kp_vy_oracle_vyx_s006@132cbc8
464,456,1.175476813632678,1.3620110250173305,-0.06667365260789745,0.015769651214131947,0.006452861286690251,0.1036848362747103,kp_vy_oracle_vyx_s006@132cbc8
465,455,1.1912811467074378,1.3749586436955603,-0.19217750826063706,0.015695440280401297,0.006409720944879698,0.10328786192317438,kp_vy_oracle_vyx_s006@132cbc8
466,455,1.2259602691861797,1.3997191100460047,-0.20924040217993464,0.015628336794961912,0.006411439284783831,0.10247543315214258,kp_vy_oracle_vyx_s006@132cbc8
467,455,1.2172777732351834,1.4169601149833804,-0.08572204827061848,0.01575042317931099,0.006480913601349491,0.10223646592136189,kp_vy_oracle_vyx_s006@132cbc8
468,455,1.2156821491870369,1.3908539875265873,-0.12344859432622406,0.015610510003702683,0.006443715263338969,0.10141007272060186,kp_vy_oracle_vyx_s006@132cbc8
469,456,1.2250886164011514,1.3973136766941066,-0.0515477020767645,0.01566972121877301,0.006457199619194126,0.10165495458811513,kp_vy_oracle_vyx_s006@132cbc8
470,457,1.228854237244532,1.378229813609256,-0.12157760291020742,0.01566145555400294,0.00641378122930082,0.10157754118738058,kp_vy_oracle_vyx_s006@132cbc8
471,459,1.2287337853627855,1.3911644111580161,-0.09119790766620033,0.015790517259655832,0.006440613411494119,0.1017330101224458,kp_vy_oracle_vyx_s006@132cbc8
472,459,1.1866103978122926,1.3527633301683692,-0.06619206917505728,0.015824395240074157,0.006428228515433415,0.10285236643776065,kp_vy_oracle_vyx_s006@132cbc8
473,461,1.166603550348708,1.3361891279415499,-0.02343385869565224,0.01580630433903784,0.006438960677005261,0.10357333444736369,kp_vy_oracle_vyx_s006@132cbc8
474,460,1.1503761671588077,1.3308960469496471,-0.019120440057025092,0.015850205543581703,0.0064268710138638725,0.1042721067696314,kp_vy_oracle_vyx_s006@132cbc8
475,460,1.1488833205591438,1.3282759274770453,-0.03057650003409636,0.015811843507856055,0.0064264613047161365,0.10454516516654401,kp_vy_oracle_vyx_s006@132cbc8
476,461,1.1289960984064211,1.3199162811258918,-0.007460512334954945,0.015942479362918913,0.006430634147200655,0.10513677811937708,kp_vy_oracle_vyx_s006@132cbc8
477,461,1.1742438995050986,1.3417874008429769,-0.06946367665105803,0.015815308450232324,0.006402241630150146,0.10392397326631482,kp_vy_oracle_vyx_s006@132cbc8
478,460,1.1571938704040843,1.333018835747872,-0.03875541485485216,0.015803108799556338,0.006409802070194764,0.10356010151035171,kp_vy_oracle_vyx_s006@132cbc8
479,459,1.1351028973380097,1.3285982396308418,-0.020520375903972175,0.01585256450776166,0.00641417392082536,0.10391378371500669,kp_vy_oracle_vyx_s006@132cbc8
480,460,1.1512028971213262,1.3362330086242349,-0.04636425319646082,0.015835232761542917,0.006394513921761709,0.10414237574002333,kp_vy_oracle_vyx_s006@132cbc8
481,460,1.113367632767201,1.309388759651994,0.06962120115893278,0.01589263608412769,0.006414859619126631,0.10482005324108552,kp_vy_oracle_vyx_s006@132cbc8
482,460,1.0933714556208152,1.2888966549504748,0.05578245336859178,0.015943944052888567,0.00641883342586938,0.10508413741349487,kp_vy_oracle_vyx_s006@132cbc8
483,457,1.0786898222701553,1.2908254062785876,0.12991527424735674,0.015998296927355847,0.006411884725390694,0.10590907965200377,kp_vy_oracle_vyx_s006@132cbc8
484,458,1.09306287962107,1.2970283082235923,0.09911581790678124,0.015995126845503756,0.006431542414075626,0.10541019214487,kp_vy_oracle_vyx_s006@132cbc8
485,458,1.106145472176104,1.3097953272387284,0.07698335347204566,0.015990050143735654,0.0064217295023718665,0.1053601715758672,kp_vy_oracle_vyx_s006@132cbc8
486,456,1.0866035475259797,1.3056130378612885,0.11653135767667192,0.016000974866676718,0.006399953512922184,0.10565040674030728,kp_vy_oracle_vyx_s006@132cbc8
487,456,1.1286834186514751,1.3476947204503509,0.09005894656362673,0.01596713118659225,0.006455746908112383,0.10481241002484555,kp_vy_oracle_vyx_s006@132cbc8
488,456,1.1423408910536068,1.3379552555628125,0.050824079002378016,0.01587883333430173,0.006427044054928823,0.10349354789198693,kp_vy_oracle_vyx_s006@132cbc8
489,455,1.1465832418612072,1.3470795916538798,0.08476630718427386,0.015936758717364417,0.0064768754329837565,0.10346913597498737,kp_vy_oracle_vyx_s006@132cbc8
490,457,1.121579571079982,1.3208774385690754,0.2039551553781322,0.01582540778297801,0.006495130521303229,0.10319657600770132,kp_vy_oracle_vyx_s006@132cbc8
491,455,1.1289908005942721,1.3548598630391284,0.17801606583376978,0.015832828104079915,0.0065473398896711546,0.10251726119411285,kp_vy_oracle_vyx_s006@132cbc8
492,455,1.0857450719321917,1.327493077413187,0.2669721850506375,0.015897275421901367,0.006531643301733265,0.10349600028612164,kp_vy_oracle_vyx_s006@132cbc8
493,455,1.0824003612819015,1.316844249454148,0.23260226684875254,0.015861048545621616,0.006515379259201938,0.10322753688617571,kp_vy_oracle_vyx_s006@132cbc8
494,454,1.0783873002551732,1.3139811198225517,0.21490436266631627,0.015896885551875208,0.006491016232284103,0.10352256837126093,kp_vy_oracle_vyx_s006@132cbc8
495,452,1.115119450671227,1.3304450376115877,0.12593440193686584,0.01582253116598806,0.00650099081238071,0.10269189092967705,kp_vy_oracle_vyx_s006@132cbc8
496,452,1.052773927896496,1.2987964478665956,0.2582442163496888,0.01599016462992678,0.0065214928801427905,0.10432876997360821,kp_vy_oracle_vyx_s006@132cbc8
497,452,1.0745424014634992,1.3030034864302629,0.14951877903247224,0.01593026789026679,0.006475093448366188,0.10388025044026758,kp_vy_oracle_vyx_s006@132cbc8
498,452,1.126623334376719,1.352096998682026,0.17509013998170891,0.015894664059669238,0.006520298914478025,0.10272392952746517,kp_vy_oracle_vyx_s006@132cbc8
499,453,1.1148111400680754,1.3409681693981934,0.17058109856752962,0.015898712242273606,0.006496657264466764,0.1028552978865814,kp_vy_oracle_vyx_s006@132cbc8
500,452,1.0838965548526616,1.2883501808886249,0.21643237785403274,0.01588712583718456,0.006449623624937882,0.10323700607970426,kp_vy_oracle_vyx_s006@132cbc8
501,455,1.0907370582716254,1.2944947234456425,0.15871836215094184,0.015989112394236997,0.006465343074807951,0.10364941801055993,kp_vy_oracle_vyx_s006@132cbc8
502,454,1.079498552876216,1.287139113779898,0.19401278087739823,0.016043027812134954,0.006443134974260576,0.10438539087874067,kp_vy_oracle_vyx_s006@132cbc8
503,454,1.1093393297933403,1.3039918447894785,0.11229975120393444,0.016041469966901232,0.006417238150724639,0.10406376009731517,kp_vy_oracle_vyx_s006@132cbc8
