month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,sr_ew,sr_orth,prov
414,500,0.065032949146336,0.06503294914633605,0.3873960115520965,0.0029784878904254137,0.00043519033077134446,0.09171874476320784,0.060203498142524466,0.024593155268752682,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
415,500,0.064900494740878,0.06490049474087808,0.30999527497663687,0.002953433629141483,0.00041995298031762197,0.08977566063406414,0.060207835838250554,0.02422995504092001,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
416,500,0.06486263375922649,0.06486263375922646,0.3290467483990841,0.002959003478267675,0.0004243749835647659,0.09037198455613245,0.06014026643828472,0.024296288006929637,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
417,500,0.6286352135693126,0.6286352135693122,0.37629902287415573,0.014855976690747948,0.0051109652792213,0.09629893217786306,0.28361741181039213,0.5610199599455529,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
418,500,0.6244464070458802,0.62444640704588,0.3100753587443579,0.014432723703698948,0.00497766167538765,0.09494183821407959,0.2780192178311663,0.559140974879373,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
419,500,0.6238741755955218,0.6238741755955247,0.29351329906187335,0.014289105206173517,0.004934123639491654,0.09467003348296167,0.276179771784811,0.5594137293916567,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
420,500,0.6302448993630664,0.6302448993630685,0.391130109362187,0.014802892886100432,0.005174737972682843,0.09725285886151662,0.28310185119639053,0.5630825650136385,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
421,500,0.6308073135586648,0.6308073135586673,0.3866521330904469,0.014694416776401228,0.005221391608403835,0.09735117068011379,0.28125594132503806,0.5646352471361192,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
422,500,0.6291931691743592,0.6291931691743585,0.35597738587542815,0.014451070619807107,0.005179999721973224,0.09649110357853982,0.2782406513692018,0.5643280819357798,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
423,500,0.6315580006914149,0.631558000691414,0.3851049145878271,0.014540061343134052,0.005240838381724155,0.09741064914014146,0.2795749467707365,0.5663067696712419,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
424,500,0.634844210338986,0.6348442103389869,0.42494358553522965,0.014725808968036944,0.005355154861090095,0.09863556315183884,0.28221392585607785,0.568667276580806,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
425,500,0.6367662606761425,0.6367662606761454,0.46859993440300585,0.014943968963689198,0.005457439037104043,0.0998999310411895,0.28485561985201985,0.5694985044529955,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
426,500,0.6389884589150868,0.6389884589150875,0.4769493852326871,0.014931458558094359,0.00547968502651695,0.10023005121412862,0.28456100809714024,0.5721287296556754,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
427,500,0.6478639854083353,0.6478639854083365,0.6077043331870741,0.015636935999919062,0.005851115384865864,0.10411638329098721,0.2931343732512606,0.5777542581476681,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
428,500,0.06532583493275303,0.06532583493275293,0.4649057292700226,0.0029662424248405265,0.0004588418455422412,0.09517441472171977,0.06027438850448006,0.025188545016977402,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
429,500,0.06522269385996216,0.06522269385996211,0.456477088788253,0.0029578369172503097,0.00045934574289621877,0.09540658940457039,0.060130560324439794,0.02526490667743009,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
430,500,0.06533406125986686,0.06533406125986688,0.4824883853831208,0.0029630845702134975,0.00046549491139683024,0.09612931438174736,0.060188088002129554,0.0254152242436683,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
431,500,0.06524130959112667,0.06524130959112664,0.4096703389319007,0.0029332857639865055,0.0004568471450993208,0.09438643486218491,0.06011955161959984,0.025339060563160355,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
432,500,0.0650370815174971,0.0650370815174971,0.3456472340030926,0.0029107321949447492,0.00044157668415358513,0.09277970955385033,0.059948617599024666,0.02521874739711457,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
433,500,0.0648730498743268,0.06487304987432674,0.27654318911475684,0.0028941647772802244,0.0004320808657198358,0.09102985713987813,0.059844717063056205,0.025042412815853857,bgn_gam_oracle_g0235f_s005@c60eee5+dirty
