month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd,prov
674,ff,6,0.0,0,0.05951319130827083,0.23048647581589457,0.25820686917790403,-0.19699092047284117,0.0539582373921145,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,fm,6,0.0,0,0.05954249221404057,0.25565542095074834,0.23290134819989344,-0.0363957618442401,0.06613880274735784,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.0,0,0.06327819773453396,0.28270959027311265,0.22382755984119188,-0.01668849552771596,0.07369123180677808,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.001,0,0.004154971742980656,0.19183331170168016,0.021659281728097616,0.13665921135958806,0.14482612431758154,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.01,0,0.003351755385746117,0.1590036448204882,0.021079739332580578,0.08994518141082908,0.1349086670937979,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.03,0,0.0031476424531179095,0.1311918432295543,0.023992668870505076,0.06087157759325109,0.1272447070116688,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.1,0,0.0020801190450361376,0.08708099381132847,0.023887176225192923,0.03019775153247789,0.11974597282326237,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,0.3,0,0.0007893017288417125,0.04847895845013571,0.01628132604485654,0.011600214550770057,0.11709101348687195,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,1.0,0,0.00010201207976333412,0.02141499219255912,0.00476358239340285,0.002978587306024111,0.11657337267247403,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,3.0,0,-1.3943796420601727e-05,0.008721234621817406,-0.0015988328516835613,0.0007781456401538644,0.11642273225553021,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,linrank,6,10.0,0,-1.2583010202910199e-05,0.00287050593833469,-0.004383551357573631,0.0001947623370004091,0.11635219051801168,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
674,rff,36,0.001,0,0.07015088747634338,0.34283352901055897,0.2046208481381726,-0.3633592021304467,0.09847298520978481,gs_bx_estimators_g28_s006_w360_summary@9a5156b+dirty
