month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd
414,490,0.9928935145461358,1.0314367363215835,0.39171693908826355,0.015196205548269661,0.006393574105334531,0.09131246544303816
415,490,0.9804106026653127,1.0182675314843888,0.3685909023668659,0.015248145818392301,0.006384248078257913,0.09159764630490698
416,490,0.9736852644221118,1.0142281908914772,0.3616772591136261,0.015279560370252621,0.006367949254035018,0.09140963036551457
417,490,1.0094510271425157,1.0475870298211014,0.3311209113507262,0.01520980764044746,0.006390178440022281,0.09033409738257683
418,491,1.0117819242398018,1.0500801611802004,0.28648572338307343,0.015138106906553787,0.006384199520812247,0.0899370863787431
419,491,1.0308499567728837,1.0750773306277635,0.28982213991700045,0.015054068549089578,0.006409180730983785,0.08934348344684737
420,491,1.0390820134315117,1.0803315493609975,0.20260519289023204,0.015098527616030914,0.006398698538148367,0.08949730482685911
421,491,1.017019547969248,1.0575949530246196,0.2568200852647198,0.015212349706887705,0.0064139749402416695,0.09030521490270994
422,491,1.0138180580805265,1.0565163255354997,0.2898986549438376,0.015137004729997664,0.006411597643601036,0.09037399656896963
423,491,1.024483066616825,1.0675433592329193,0.32884868913558274,0.015089937978806495,0.006463303373770415,0.08970967674310602
424,490,1.0456153971954627,1.0879636690542804,0.3182956062471224,0.01500854689368016,0.006463823157965815,0.08887668091212773
425,490,1.0651161669459244,1.1108834818557587,0.28319300264595637,0.015025272651291065,0.006432499353787091,0.08864707087017304
426,489,1.0676074082203348,1.1228535707208278,0.2965638917883887,0.014996925472011138,0.006448873910043355,0.08850071117803902
427,490,1.0789402939494162,1.1351484376232523,0.21212471216423262,0.01502557713673724,0.006432891895296027,0.08855253484235114
428,490,1.0934724359886685,1.1474522112103547,0.21927620466487063,0.014995415011772503,0.006457351152889476,0.08840484764658088
429,490,1.108669929483552,1.1584368256175908,0.15293584473400054,0.015024148767397218,0.006428668970087589,0.08796270104918352
430,490,1.1156393332561474,1.1693397429792203,0.2182635624603054,0.014999221019683427,0.006436290385594687,0.08809447492862574
431,489,1.111009886193884,1.16538371060006,0.21869279953304066,0.0150289285531744,0.0064231610749051786,0.08837153291103182
432,489,1.1615595863945274,1.2130125184553637,0.19484478546998654,0.014964854703537405,0.006422244111931616,0.08754236623135861
433,490,1.125375970078052,1.1762062039183776,0.1930818466009962,0.01503943877449488,0.006423313607436009,0.08842209508095922
434,489,1.130718130742448,1.1972875146459538,0.09996327133212185,0.015028388221935958,0.006418235607349707,0.08784136480115068
435,490,1.1260906568849793,1.1901066013006356,0.17052806350308797,0.015072172581526539,0.00643115423254823,0.08829151504269594
436,490,1.0933433103063568,1.1592285823940445,0.20683315525261553,0.015004908824158827,0.006420865828626558,0.08838823902903342
437,489,1.098617721163193,1.1673810527432495,0.1844442857386393,0.015016680952998707,0.0064393323271964694,0.08816918523329154
438,490,1.1466779796885473,1.214596176900867,0.07481864110634066,0.014946005258679616,0.006439225218702361,0.08745153485938381
439,490,1.1071265858269024,1.1773992957459964,0.1666789568683748,0.015022183227330484,0.006451166613182991,0.08794607229051418
440,489,1.1396308975169547,1.2213323608971558,0.13313684858017436,0.014892340574625174,0.006428135396809349,0.08692462016733683
441,489,1.1356628211663684,1.2164796756025569,0.18329573790718812,0.014923273761737252,0.006454030950638416,0.08711401850330057
442,489,1.2025794300721577,1.2810297214577262,0.0944217148182152,0.014785785142561042,0.006488031273261861,0.08592934581218731
443,489,1.2493254636199822,1.3254907502481763,0.10112621260880017,0.014650503637723163,0.0065087176352095705,0.08539685142652884
444,490,1.197930881421924,1.2784989124103519,0.13344671182344992,0.014712883878820714,0.006487292791099341,0.08597329622942348
445,490,1.2613109749499551,1.3444820669210051,0.0441702854546108,0.014625926013593013,0.006487045055098286,0.08522837006009516
446,490,1.2228428775699296,1.3105415678266317,0.043767668333003835,0.014726424641696127,0.006466652018085433,0.08591206391307947
447,490,1.1877137227625367,1.2620088313815399,0.059125006303119565,0.014805948241953552,0.006458459127863212,0.08631154549251648
448,491,1.1402395955809468,1.2192604583575506,0.11127769155105027,0.014891946668040099,0.006421724503623952,0.08725836733658231
449,491,1.1200872095594636,1.1936498432371156,0.14422410042939895,0.014900159315660787,0.006439450499256698,0.08718422020250448
450,491,1.1203879977226499,1.1997024321225347,0.12502198651773266,0.014890952005201597,0.006448639558294345,0.08741925654004172
451,490,1.0655051985652064,1.1543832270519103,0.13086305605831774,0.015028128006187488,0.006426033523288224,0.08833318762632582
452,490,1.0870019487528346,1.1758036227025956,0.10519223099873529,0.015014477321912847,0.006434240643000098,0.0884610760501481
453,490,1.1122279322974884,1.1911119608202165,0.06903357699319837,0.014963338985120271,0.006430856440185321,0.08787413116257088
454,491,1.1418643830202477,1.2142184906836901,0.019626427741626207,0.014929134662973126,0.006439686835569197,0.08758427071393378
455,491,1.1967867604620395,1.2617779865902552,-0.10630028141593234,0.014809343072610155,0.006424844809890607,0.08639076922828555
456,491,1.188220403046381,1.2520823938361663,-0.10991518045688829,0.014821407726314685,0.006402454661686779,0.08666476025926396
457,491,1.1680487723601294,1.2476024222330422,-0.009995643089973652,0.014865027382239032,0.006458693084129006,0.08650909626493278
458,490,1.2124548178191774,1.3093186252393696,-0.08628701772962685,0.014836968370624103,0.0064647391132105474,0.08585489262427579
459,490,1.2156240924231436,1.3132900443562365,-0.07390735095408837,0.014760691985536438,0.006458417604577344,0.08560860725800133
460,490,1.203098129996413,1.3025370099493088,-0.11650584908378328,0.014716092024553684,0.006447259891290629,0.08567656196027981
461,489,1.2183699236910546,1.316593504527395,-0.12198488246429634,0.014759953183506862,0.006409309612034903,0.08555495870193222
462,489,1.2224328019313064,1.3242075492118477,-0.18928495234432063,0.014813951612511254,0.006388628687488415,0.0859673344911354
463,489,1.1907664922218937,1.2630768421777867,-0.08189758048800772,0.014873969605398017,0.006458721118372071,0.08616951706878423
464,489,1.174941509125227,1.2332237555653647,-0.1339300450556037,0.014916894983491469,0.006380628129824842,0.0870901218319538
465,491,1.1757328810560634,1.235144191999392,-0.06878468445932745,0.014905566113838314,0.006420918627462575,0.0876262639223281
466,492,1.1949155905347975,1.2571842385435401,-0.07751927342093441,0.014899631495535135,0.006434818854505533,0.08744194731982895
467,491,1.1504322690509365,1.23574926630949,0.021850479264510517,0.014893012866907196,0.006448969250456498,0.08774219343454347
468,491,1.1176903678483647,1.187114685597785,0.06605658244536058,0.014968711749072446,0.006451923815487946,0.08825308926242459
469,491,1.1167306346021453,1.1958074406691357,0.06666251716158941,0.014939516397243684,0.006462905143122584,0.08822119945164139
470,491,1.101992950541186,1.1713486305410856,0.13267461032049452,0.014987905936558703,0.00644644962555868,0.08901577540746253
471,491,1.071531497702897,1.1464973657538013,0.13858454183790375,0.01509872177767343,0.0064124680604785095,0.08991782556322385
472,491,1.0784662638962386,1.1619595482060854,0.12072414853593494,0.015076229574895541,0.0063941739061816084,0.08990118178266963
473,491,1.047163538170901,1.126292608460743,0.2432192611292587,0.015123380118928434,0.006409833402879818,0.09071471206889495
474,491,1.058940694399105,1.1366737453868645,0.15164081919095918,0.015120591654927289,0.006379815410510207,0.09026936261407871
475,491,1.0726110494866181,1.1505992161425183,0.11918810486718065,0.015115913685432485,0.006361745772340769,0.09007211115638825
476,491,1.1004399922786543,1.1738741724743633,0.06548696059719142,0.015090885742752327,0.0063650822578038245,0.08941457655300751
477,491,1.1018256975003236,1.1777111658164012,0.07154362385413213,0.015086041379265223,0.006354829030351799,0.08940224902803168
478,491,1.1134401346190743,1.2004513889638884,0.06608098990745778,0.015025241566952533,0.006375158687643032,0.08909912449120462
479,491,1.1171436008386606,1.2083369552272665,0.07302977530875875,0.015002200414120445,0.00636909023415636,0.08853962706336002
480,491,1.0694249749145401,1.1704259219470863,0.20590610523460998,0.015032671605364695,0.006368848093354747,0.08947753399540037
481,492,1.0644079636866228,1.1687000537241177,0.27410725682104964,0.01502858773777979,0.006402723576318725,0.08981929740692332
482,492,1.092104198309205,1.1825333368394924,0.24083684121927004,0.015007745052133563,0.006395171108449439,0.08937709150153762
483,492,1.0418237651497946,1.1390985201689496,0.37123178838102744,0.015059493527462801,0.0063868144042704845,0.09012948520031805
484,492,1.0707016523058475,1.1610535785531768,0.21895174253119562,0.015078364453384039,0.0063569346143413545,0.08970478985312662
485,492,1.0733673912606267,1.1631413958296775,0.1493825160851845,0.015116208028008562,0.006359664793459009,0.09001128657789356
486,492,1.077097877071589,1.1639374899589987,0.13833760018357089,0.015068159516146434,0.006387405685979797,0.08953561882911211
487,492,1.080765449613322,1.1691942134494284,0.21007250188902077,0.015018335536794472,0.00640501270933169,0.08907123221700354
488,492,1.0707717433630564,1.1558557665557645,0.23860328214905208,0.01503054337485995,0.0064186440141941106,0.08932661769141724
489,493,1.0875113663672002,1.176504429136218,0.1961933380376321,0.015003643481652477,0.0064049032614956715,0.08910841635294138
490,493,1.0473930438005137,1.134631378634486,0.30367725521567196,0.01504533669127681,0.00639784872091143,0.08965333067280085
491,493,1.1028174447913035,1.1848516952346866,0.15941899398211593,0.014967079841800453,0.006411960425944412,0.08857973486660793
492,493,1.098313043581859,1.1779870554302332,0.18068540123309967,0.014973408059826783,0.006427802509693607,0.08842273617551405
