month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd,prov
774,ff,6,0.0,0,0.012392172723731444,0.6685629967301084,0.018535534847636845,0.017931128200521215,0.42502171987786824,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,fm,6,0.0,0,0.014984288328857167,0.7894953179277775,0.018979578458029462,-0.05868978814470553,0.5962348280526638,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,0.0,0,0.01221748428487074,0.5908583317320832,0.020677518837816093,-0.1061828382728943,0.3275038853135034,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,1e-05,0,0.012202357208376714,0.5908469609762236,0.020652314413558866,-0.10549054314033855,0.32752033318329965,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,0.0001,0,0.012123542555757729,0.5906698303021495,0.02052507498064712,-0.10082199473274257,0.3274667623855292,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,0.001,0,0.012052812709766648,0.5885810827025796,0.0204777439574237,-0.08371565053657821,0.3251433545737975,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,0.01,0,0.011371541757355335,0.5522157879175575,0.020592569075647358,-0.0680897183207787,0.28500452365641077,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,0.1,0,0.006922816078998821,0.33746925477536655,0.020513916396937948,-0.04931392115313662,0.10276380992688049,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,1.0,0,0.0014426391230051231,0.07080689658571872,0.020374274153629465,-0.010990853035893915,0.004806438349502875,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank,6,10.0,0,0.00016203786165170522,0.007962108972972174,0.02035112332696674,-0.0012450185342232662,0.002415364496035912,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,mkt_est,1,0.0,0,0.007299216785888913,0.15220983609952965,0.047954961209707714,-0.13167475558134448,0.011298697983128488,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,ew,1,0.0,0,0.0017891182715664066,0.037308304009309234,0.0479549612097077,-0.03227493004044742,0.0004928927328811081,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,0.0,0,0.012217484284870727,0.5908583317320826,0.02067751883781609,-0.10618283827289364,0.3275038853135026,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,1e-05,0,0.012219520841814628,0.5908156615477789,0.020682459245922415,-0.10594685137487239,0.32744943971988705,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,0.0001,0,0.012236617487917628,0.5904689478782411,0.020723557998922757,-0.10394972194746348,0.32700609702392064,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,0.001,0,0.01233085652804925,0.5883423799122816,0.020958640664110767,-0.09187327893875669,0.3243131117512374,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,0.01,0,0.012187602976960303,0.5580717611750144,0.021838773836718468,-0.08358834220986208,0.28989344111715915,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,0.1,0,0.010420579900006163,0.3691622743487655,0.02822764031993512,-0.11187769883358281,0.1182242322715665,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,1.0,0,0.007985116835277814,0.166980105858211,0.04782076759526236,-0.1285902886706645,0.014651902956509989,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,10.0,0,0.0073771984670303456,0.1521101322647107,0.0484990602348049,-0.1313441185422735,0.011113537244522277,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,100.0,0,0.007307123285001009,0.1521780078098906,0.04801694666767804,-0.13164144377961817,0.011273312325460536,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,linrank_m,6,1000.0,0,0.00730000852283254,0.15220642806849846,0.047961236693283865,-0.13167142165702958,0.011296088607912572,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,rff,36,1e-05,0,0.013696890291253818,0.7865299019731248,0.01741432875837673,-0.053123080086598246,0.5940991297027693,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,rff,36,0.0001,0,0.014094749780816861,0.7604112672640558,0.01853569296984444,-0.04251155440739706,0.5529104765756507,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,rff,36,0.001,0,0.013810247051244852,0.7163165978465922,0.019279529600125897,-0.015019198679580844,0.4883557159554161,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,rff,36,0.01,0,0.012460104504026652,0.5750700134089882,0.021667108723273074,-0.0634665415909291,0.308616584302185,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
774,rff,36,0.1,0,0.009666248575503232,0.2974025480580857,0.032502238594187556,-0.11638153257762797,0.07188523358573216,bgn_gam_estimators_g0235d_s005_w360_summary@c60eee5+dirty
