method,P,kappa,sharpe,hjd,real_sr,t_vs_fm
ff,6,0.0,0.3581434635865689,0.46664244500502966,0.5086954899314978,0.5443094054841919
fm,6,0.0,0.3481647934986143,0.5364473392515815,0.3165899343702846,
linlev,11,0.0,0.3721944059134863,1.0381365016620663,0.467122038483838,1.0990511761607826
linlev,11,0.001,0.36376588932526216,0.5776726347063078,0.48082297720184214,0.6355399041051815
linlev,11,0.01,0.35144260238742464,0.4431859899453911,0.3940983098555057,0.17104315991490648
linlev,11,0.1,0.30427407519370175,0.4287421490198704,0.35659126811719827,-2.4561948533283116
linlev,11,1.0,0.2845053227730244,0.4808936216123806,0.33911131650803256,-3.2967536016166608
linrank,6,0.0,0.3510870573500001,0.5198940329899487,0.6499797760875181,0.10941389914978851
linrank,6,0.001,0.20464923832850898,0.5080609504681345,0.6963238888291264,-3.4281369389825738
linrank,6,0.01,0.15061894682253457,0.48609548778297784,0.6679643384921943,-4.388938335357995
linrank,6,0.1,0.1568222442819094,0.5017282645703276,0.6207071143631677,-5.040448967366717
linrank,6,1.0,0.15912135069227332,0.5126412907759673,0.6081625002714033,-5.227285245303543
rff,36,0.001,0.35650013699324684,0.4764106101790346,0.5944015608929245,0.37754467667186076
rff,36,0.01,0.3983660454693396,0.3836411518777681,0.6227968125282797,2.9946843272442476
rff,36,0.1,0.37380365016273154,0.40500125012066857,0.5368719931150658,2.6239246256073088
rff,36,1.0,0.36508054317146776,0.41401906743797556,0.51492065979247,1.9217812485887804
rff,360,0.001,0.38007551259897165,0.44640878655914973,0.587036140766637,1.6272096985900801
rff,360,0.01,0.40390601104433543,0.3775632668464298,0.6143787819003248,3.9328458959048533
rff,360,0.1,0.3730836081790919,0.40585715649584253,0.5314918357140102,2.671306322595576
rff,360,1.0,0.3649658817709185,0.4141555117605635,0.5142559527691328,1.9169477069650218
rff,3600,0.001,0.3796139785011652,0.44769212578899803,0.6034139666001146,1.68314244580373
rff,3600,0.01,0.40330238957035935,0.3783648042735774,0.6092214347693438,3.9800952139812504
rff,3600,0.1,0.37283731688865374,0.4061754086889385,0.5299013265758151,2.6538876826036746
rff,3600,1.0,0.3649351975939546,0.41419537982082155,0.5140762350488025,1.9139894068732877
rff_ens,36,0.001,0.3729451315425134,0.44422823686095136,0.6163293561269971,1.1036280292923253
rff_ens,36,0.01,0.402887052755913,0.37733608480446823,0.6228759273119026,3.2717414892837704
rff_ens,36,0.1,0.3739352725043309,0.4048237269977851,0.5322740179789129,2.6378905742050294
rff_ens,36,1.0,0.3650820512062808,0.4140170110208528,0.5103852947086801,1.9219564269241969
rff_ens,360,0.001,0.38197602656814683,0.44265545548627216,0.5844127142217397,1.7162910188569358
