month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd
464,ff,6,0.0,0,0.23331781844087676,0.5080567580507996,0.4592357344797838,0.6290332285605628,0.1151988830081443
464,fm,6,0.0,0,0.181976336326714,0.45636075966655354,0.39875544176865163,0.5851726072298875,0.14670350337969812
464,linrank,6,0.0,0,0.27830053429311963,0.5452205043001503,0.5104366620443751,0.694951669323094,0.08739116319770605
464,linrank,6,0.001,0,0.1631037227862804,0.3994854082205663,0.40828455665701463,0.3951631398704158,0.12925961628213456
464,linrank,6,0.01,0,0.0757277188069258,0.24279359660367297,0.31190163112308456,0.21062039342572156,0.1825036264203954
464,linrank,6,0.1,0,0.015317429363836392,0.0567032901751368,0.2701329908110476,0.04652581445509866,0.24209067411812818
464,linrank,6,1.0,0,0.0017388491775256953,0.00660731121113649,0.26317046707212766,0.005347041047306866,0.2658446278896507
464,rff,36,0.001,0,0.26527262374759836,0.5257908060084031,0.5045212291965386,0.4363674132339216,0.08555593518450332
464,rff,36,0.01,0,0.21033749735033153,0.45125593131562275,0.46611575107079267,0.6183842657270423,0.09647442972526686
464,rff,36,0.1,0,0.17498109255179822,0.45277833321382127,0.3864608346202924,0.6620313600660959,0.15494006276170982
464,rff,36,1.0,0,0.16868531089452268,0.456590574068642,0.36944545173454063,0.6681389362868118,0.16883471073766756
464,rff,360,0.001,0,0.27311301546307915,0.5313190368014827,0.5140282891183563,0.7942976062063766,0.0799402532436323
464,rff,360,0.01,0,0.20821161053889253,0.45787283762488373,0.45473675970591576,0.6888598475193871,0.10585203520687658
464,rff,360,0.1,0,0.17436898176752183,0.4545126594177747,0.3836394391982094,0.6719737891102725,0.15752398192541583
464,rff,360,1.0,0,0.16861731785429598,0.4567832476714432,0.36914076580930066,0.669187543039094,0.1691237456118548
464,rff,3600,0.001,0,0.2690840970612003,0.5245953578436757,0.5129364814954858,0.8452351837089143,0.07871399272677415
464,rff,3600,0.01,0,0.20675956679191484,0.4565137504547956,0.4529098336817532,0.7047978269360063,0.10691083531725314
