month,method,P,kappa,mat,mn,stdev,sharpe,xret,hjd,prov
774,ff,6,0.0,0,0.013507989164715966,0.2263320439266357,0.05968217725765119,0.19273999297647196,0.030885309374547226,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,fm,6,0.0,0,0.014126704247023806,0.2646136992965892,0.05338614094650502,0.24457115544303976,0.04845919295895753,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,0.0,0,0.015050158367886304,0.25036639979313036,0.06011253259351799,0.25273799931036567,0.039302152501196015,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,1e-07,0,0.015045179801312446,0.25032362789789014,0.060102915284727124,0.25263464692110993,0.03929054434128682,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,1e-06,0,0.015000638411710112,0.24994197866451234,0.060016482592725656,0.2517099631588187,0.03918736285276669,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,1e-05,0,0.014580039923705315,0.2464292356343349,0.059165219930885034,0.2429756473253902,0.038272493716785316,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,0.0001,0,0.011925630221524144,0.22829351985360788,0.05223814600244193,0.18768119782637066,0.03490151924497843,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,0.001,0,0.0076873772519910144,0.20843261767642063,0.03688183422387956,0.0961607991827489,0.03462112520117387,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,0.01,0,0.0051934095032667976,0.15647433601186753,0.03319016802137388,0.03598529144670199,0.02061699815078641,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,0.1,0,0.0022171140505485897,0.06868631848382362,0.0322788307699261,0.007727334370863987,0.006781125665173764,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,1.0,0,0.00036576367499817835,0.011494646460459968,0.03182035013050258,0.0011635029000810308,0.0058933611550171065,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,10.0,0,3.922886305614151e-05,0.0012352042336549027,0.0317590095526676,0.00012399566609592723,0.006415697366986803,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,100.0,0,3.9516731394189415e-06,0.0001244516580542734,0.031752675707185964,1.2483150486841832e-05,0.006484739982248627,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank,6,1000.0,0,3.9545764043326835e-07,1.245455841882051e-05,0.03175204026789731,1.2491586555804453e-06,0.006491837064688096,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,mkt_est,1,0.0,0,0.014565459312140585,0.2161487621824255,0.06738627214458721,0.19446390831681817,0.024294149198383755,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,ew,1,0.0,0,0.004336506959516555,0.06435297311315781,0.0673862721445872,0.05789684167994414,0.001979724346776188,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,0.0,0,0.015050158367886314,0.2503663997931305,0.06011253259351799,0.252737999310366,0.03930215250119605,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,1e-07,0,0.015050157525625947,0.2503660553080002,0.06011261193979052,0.25273750130298717,0.03930198166547943,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,1e-06,0,0.015050149942661916,0.25036295535288694,0.06011332595690408,0.2527330196572732,0.039300444365700966,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,1e-05,0,0.015050073854105405,0.2503319964373445,0.06012045630719956,0.2526882448038209,0.03928509327980644,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,0.0001,0,0.01504928760971181,0.2500264127912165,0.060190791211641524,0.25224461223059147,0.039133740756076556,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,0.001,0,0.015039352139900769,0.24732058728453588,0.0608091396879888,0.24818019377732276,0.03780757855245069,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,0.01,0,0.01490427001805224,0.2348447939728723,0.06346434070739453,0.22614914045434475,0.03205830230952391,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,0.1,0,0.014612537874160192,0.22088475999632806,0.06615457704915047,0.19968919288368578,0.026271155538135384,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,1.0,0,0.014567111694046493,0.21675399919777277,0.06720573437150301,0.19490408350022131,0.02455290134793847,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,10.0,0,0.01456555974010751,0.21621122508161156,0.06736726890386734,0.19450584228382506,0.02432095772631546,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,100.0,0,0.01456546864537185,0.2161550288119092,0.06738436170294343,0.1944680785988057,0.024296839891489466,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,1000.0,0,0.014565460231260284,0.21614938894527178,0.0673860809985829,0.1944643250173991,0.024294418335338776,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,10000.0,0,0.01456545941827454,0.2161488250728699,0.06738625302896793,0.19446395017537382,0.02429417617659499,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
774,linrank_m,6,100000.0,0,0.01456545908459601,0.2161487649372809,0.06738627023301481,0.19446390932300434,0.024294150837761486,bgn_gam_estimators_g0235f_s002_w360_summary@de109da+dirty
