month,n,sr_max,sr_max_code,rf,mean_mu,sd_mu,mean_idio_sd,sr_ew,sr_orth,prov
414,500,0.05452818132318024,0.05452818132318037,-0.02583781247972577,0.0034807702005818265,4.915430632133588e-05,0.08550219141758726,0.04605207369882665,0.029198100391146363,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
415,500,0.054493116040618475,0.05449311604061854,-0.11811259673107859,0.0034021869095482208,4.720049563766319e-05,0.08281060593610662,0.04636316872736188,0.02863487875606397,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
416,500,0.05457457646909025,0.05457457646909038,-0.14950393370752157,0.003376249681182416,4.620408201960219e-05,0.08186576255478313,0.04651054975223166,0.028550887175808795,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
417,500,0.05439154120779569,0.05439154120779603,-0.1586491898764583,0.003368610594937365,4.540539122805609e-05,0.08166402616862212,0.04650523388584426,0.028208207603147347,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
418,500,0.05446324622116425,0.05446324622116416,-0.19094090298624167,0.003342749277599147,4.506418833272886e-05,0.08071560250731463,0.04664728116778073,0.02811185423626786,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
419,500,0.05437499462809071,0.05437499462809099,-0.19578102072579795,0.003338762639740048,4.450796332897518e-05,0.08061575519885493,0.04662825799551211,0.027972229033612146,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
420,500,0.05441210149126323,0.05441210149126346,-0.1404903109129081,0.0033843005822609554,4.567031522123677e-05,0.08218150234976516,0.046426207035583776,0.02837752788712649,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
421,500,0.05445324988160732,0.05445324988160725,-0.22793580205561584,0.0033131911181700138,4.390174582900701e-05,0.07970077581500191,0.04675459502301343,0.02791351405507331,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
422,500,0.054443152686885425,0.054443152686885696,-0.19983331476561547,0.0033355613000087196,4.449937887912503e-05,0.08047587546082549,0.046652652908396285,0.028063977820263174,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
423,500,0.054423472280684816,0.054423472280684476,-0.1968518131254195,0.003338085930251414,4.4687607815435354e-05,0.08056728167312124,0.04663536405090458,0.028054538936258876,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
424,500,0.054486287790249756,0.05448628779024937,-0.22163145491944855,0.0033179921053664795,4.403163730453489e-05,0.07986566307399022,0.04672595232706347,0.028025719193107455,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
425,500,0.05442569584786014,0.054425695847859785,-0.22393975994872783,0.0033161495776387762,4.4147491515625946e-05,0.0798139397155529,0.04672942236042242,0.027901925639371807,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
426,500,0.05441138082528846,0.054411380825288444,-0.13872394571718866,0.003385881701763314,4.588581112539466e-05,0.08219195919687694,0.04644205514758848,0.028350200651545997,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
427,500,0.05441294455616919,0.05441294455616931,-0.10149754772289629,0.0034168113853702262,4.6770729047108756e-05,0.08327708893240635,0.046293849589752446,0.028594545379042484,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
428,500,0.0544253055285525,0.05442530552855247,-0.1689317143131398,0.003360890212213427,4.5370456491370394e-05,0.08132092492418018,0.04653753401713254,0.02822006040887438,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
429,500,0.05432136465100192,0.054321364651002006,-0.15859348831516543,0.003369310974464992,4.5105973091778484e-05,0.08161179910862233,0.04650561719571034,0.028072018573539942,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
430,500,0.05435849812153285,0.05435849812153276,-0.13436520883844902,0.003390117878680028,4.574345489112593e-05,0.08229992086291858,0.04643901008665092,0.02825357783008419,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
431,500,0.05435951636349753,0.05435951636349784,-0.10990046933983874,0.0034108628736299416,4.6509441255325876e-05,0.08303701356839517,0.046334258259360724,0.02842698596102334,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
432,500,0.05436900776202075,0.05436900776202115,-0.13944795365220297,0.0033856549723802723,4.612521068824279e-05,0.08220678420024811,0.046425678226851695,0.028295678224836755,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
433,500,0.054403257571993664,0.05440325757199372,-0.041682505572704205,0.0034686473426459846,4.8460267117357876e-05,0.08504546479570939,0.04608614395236519,0.02890989052290858,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
434,500,0.05432754039029761,0.05432754039029736,-0.009461179453829821,0.0034963940435498104,4.919432613849811e-05,0.08605644543919812,0.045949102007743485,0.028985542422756236,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
435,500,0.0544318877135021,0.05443188771350218,-0.092841550692647,0.0034245307090966046,4.7158227064200245e-05,0.08352535678958428,0.046274868411874524,0.028661244800583914,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
436,500,0.05440294187048653,0.05440294187048651,-0.18514001733955188,0.003348062730139636,4.508421909475979e-05,0.08091712936559835,0.0465903194500199,0.02808953929327845,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
437,500,0.054510861178983426,0.054510861178983544,-0.2586154845600544,0.0032893780250987043,4.384824491449286e-05,0.07883957137770208,0.046896900762092235,0.027786951710917756,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
438,500,0.054391930507406615,0.05439193050740672,-0.20929605085510353,0.003328175764895489,4.441532023472963e-05,0.0802402888671221,0.04667659464028234,0.0279244985113308,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
439,500,0.054370443275446406,0.054370443275446566,-0.262603802807858,0.0032858159612588794,4.29891223918427e-05,0.07877180068457972,0.04686997717108361,0.027556312197945437,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
440,500,0.05440257168561809,0.05440257168561818,-0.29017618137468926,0.0032645848004666696,4.277651106323357e-05,0.07805501489520773,0.04695759697593878,0.027470418494338966,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
441,500,0.05444161988361888,0.05444161988361871,-0.30278324958389524,0.0032548282196155167,4.252050803829628e-05,0.07770805801562918,0.04701085259993904,0.02745668795356154,bgn_gam_oracle_g0235r_s003@c60eee5+dirty
