model,tag,N,months,overrides,SR_max,lin_rank,lin_rank_rf,fmr_raw,poly2,bins,rff36,rff360,rff3600,nonlin_gain,unlearnable,cs_sd_mu,idio_sd
bgn_types,types3v2_w01,500,485,"{""sigmaj_width"":0.1,""type_share"":[0.6,0.3,0.1],""type_accept"":[0.05,0.2,0.6],""type_scale"":[0.2,0.08,0.03],""jstar_prefix"":""Jstar_v2_""}",0.3522123484644747,0.2971046595412088,0.3018545861710337,0.1634234922065869,0.3215799822779398,0.3317924386305827,,0.3369210340983424,0.3413095654144586,0.0442049058732498,0.0109027830500161,0.0015124646567116,0.0519119288066661
bgn_types,types3v2_w01b,500,485,"{""sigmaj_width"":0.1,""type_share"":[0.6,0.3,0.1],""type_accept"":[0.05,0.2,0.6],""type_scale"":[0.2,0.08,0.03],""jstar_prefix"":""Jstar_v2_""}",0.3522123484644747,0.2971046595412088,0.3018545861710337,0.1634234922065869,0.3215799822779398,0.3317924386305827,,0.3369210340983424,,0.0398163745571336,0.0152913143661322,0.0015124646567116,0.0519119288066661
gs_dis,gsd,500,485,{},0.5054582048746116,0.502278961666289,0.5028823929749623,0.4760358965226861,0.5045551634851773,0.5038298448114031,,0.503923531104594,0.5040018867543461,0.0022762018188882,0.0009030413894343,0.0045980109126801,0.1371282760450621
gs_fixed,gsfix,500,485,{},0.4592056783358157,0.4590291537677606,0.4590476979870241,0.4589575159231924,0.4591040985514573,0.4589600696122872,,0.4586737670931036,0.4578211954148806,7.494478369668434e-05,0.0001015797843584,0.0015665794085779,0.1087548415674022
gs_fixed,gsfix2,500,485,{},0.4592056783358157,0.4590291537677606,0.4590476979870241,0.4589575159231924,0.4591040985514573,0.4589600696122872,,0.4586737670931036,0.4578211954148806,7.494478369668434e-05,0.0001015797843584,0.0015665794085779,0.1087548415674022
kp_dis,kpd_al,500,485,"{""p_dis"":0.03,""kappa_dis"":2.5,""type_share"":[0.34,0.33,0.33],""type_L"":[0.0,0.15,0.3],""theta_comp"":1.0,""lam_mult"":[1.0,1.0,1.0]}",0.3501414633107325,0.32604766041648,,0.2711189036398091,0.3283656600414898,0.3290296827093148,,0.3302478172062081,0.3320112924812834,0.0075580077720746,0.0165357951221779,0.0027729512838533,0.0729323821237464
kp_dis,kpd_off,500,485,"{""p_dis"":0.03,""kappa_dis"":2.5,""type_share"":[0.34,0.33,0.33],""type_L"":[0.0,0.15,0.3],""theta_comp"":1.0,""lam_mult"":[1.0,1.6,2.4]}",0.3575278967193749,0.3301146037398836,,0.266959938688419,0.3321069776590181,0.3326698622012595,,0.3349501889837364,0.3366771993974943,0.007809125414675,0.0196041675648162,0.0026242763779763,0.0687764388566386
kp,base_s1,300,345,{},0.2291866064980689,0.2133250303818316,,0.166699571978339,0.2155797258319332,0.2159057524380633,0.2152396644493067,0.2172236996355941,0.2182936766001161,0.0049686462182845,0.0108929298979527,0.0009078700319205,0.0643775915191433
kp,baseline,300,345,{},0.2284095374040221,0.2120598447247214,,0.1673317219548402,0.2149649946652111,0.2153025549018875,0.2138915585150385,0.21670133351441,0.2180585841651168,0.0059987394403953,0.0103509532389053,0.0008607802331027,0.0654588645711235
kp,gz7r12,300,345,"{""gamma_z"":-0.7,""r"":0.12,""g_file"":""G_func_gz7r12.csv"",""integ_file"":""integ_gz7r12.npz""}",0.279215810397223,0.2597346593041084,,0.1835226210780884,0.2626376183473888,0.2634519988420342,0.2616831096847141,0.2649673440813834,0.266762263007771,0.0070276037036626,0.0124535473894519,0.0018979340094463,0.0698481118589422
kp,kp_base500,500,485,{},0.2396660597548131,0.2209909049108321,,0.1777684164876083,0.2229183470072239,0.2233089640996773,,0.2240402989544418,0.2251861567503126,0.005309178460948,0.0133659763830328,0.0008633560384639,0.0639662270413148
kp,kp_base500b,500,485,{},0.2396660597548131,0.2209909049108321,,0.1777684164876083,0.2229183470072239,0.2233089640996773,,0.2240402989544418,0.2251861567503126,0.005309178460948,0.0133659763830328,0.0008633560384639,0.0639662270413148
kp,kp_mkt,500,485,{},0.2396660597548131,0.2209909049108321,,0.1777684164876083,0.2229183470072239,0.2233089640996773,,0.2240402989544418,0.2251861567503126,0.005309178460948,0.0133659763830328,0.0008633560384639,0.0639662270413148
kp,kp_su07,500,485,"{""sigma_u"":0.7}",0.2434290109729263,0.2240138329143969,,0.1681465298319759,0.2259733204502059,0.2261720789880179,,0.22741418773621,0.2284453737862389,0.005418893269946,0.0139962847885832,0.0008289121665227,0.0580494580581682
kp,seps4,300,345,"{""sigma_eps"":0.4,""g_file"":""G_func_seps4.csv"",""integ_file"":""integ_seps4.npz""}",0.2369214685903696,0.2125268210172071,,0.1773330609551847,0.2157013591787672,0.2170918813223927,0.2159663152230507,0.2184391803196695,0.2202797761206796,0.0077529551034725,0.0166416924696899,0.0011219430553322,0.0725717064684769
kp,slam4,300,345,"{""sigma_lambda"":4.0}",0.2306418861736004,0.2146639493186181,,0.1671635000339519,0.2169031074375264,0.2172162733318505,0.2161351067878341,0.2185881838485681,0.2198982678617029,0.0052343185430847,0.0107436183118974,0.0008096152665012,0.0626094278603425
kp,sz7r20,300,345,"{""sigma_z"":0.07,""r"":0.20,""g_file"":""G_func_sz7r20.csv"",""integ_file"":""integ_sz7r20.npz""}",0.2244664334910228,0.1995074365064873,,0.1565210958667829,0.203733371240032,0.2046488253952829,0.2013944974613757,0.205350502863473,0.2076380544146315,0.0081306179081442,0.0168283790763912,0.0016124273480999,0.1033889462475872
