,eps,G_up_y0,G_down_y0,G_up_y1,G_down_y1,G_up_y2,G_down_y2,G_up_y3,G_down_y3,G_up_y4,G_down_y4,G_up_y5,G_down_y5,G_up_y6,G_down_y6,G_up_y7,G_down_y7,G_up_y8,G_down_y8,G_up_y9,G_down_y9,G_up_y10,G_down_y10,G_up_y11,G_down_y11,G_up_y12,G_down_y12,G_up_y13,G_down_y13,G_up_y14,G_down_y14,G_up_y15,G_down_y15,G_up_y16,G_down_y16,G_up_y17,G_down_y17,G_up_y18,G_down_y18,G_up_y19,G_down_y19,G_up_y20,G_down_y20
0,0.01,493794.7263328448,468495.2526223425,468735.4945194179,445381.52185577026,445018.16300199355,423433.31999661773,422561.81719792605,402588.95949622616,401291.67328558303,382790.39322421124,381138.44101016567,363982.9476554801,362037.7742491557,346115.0828452593,343929.7949362115,329138.17558621004,326758.6785429467,313006.32272663293,310472.2914218305,297676.16210866283,295021.8720190373,283106.70898022864,280361.7493518947,269259.20606045815,266449.09327413485,256096.98570797773,253243.69197339125,243585.342865637,240707.75289918802,231691.41764188383,228805.72393803025,220384.08654510233,217504.1321607315,209633.86151818835,206771.43788646228,199412.79603090032,196577.90215469955,189694.39758069682,186895.4659837191,180453.5460318096,177697.6400332958,171666.41728958307
1,0.014994994994994995,493952.1805744701,468570.88855875167,468877.96362046024,445450.9812147088,445147.30678943236,423497.1848732928,422679.0838888184,402647.7480645515,401398.32979478757,382844.5678297233,381235.5985088517,364032.92175508064,362126.40977052983,346161.22697385604,344010.7696842672,329180.82250019663,326832.75344526686,313045.7718493282,310540.14037363115,297712.683382348,295084.0931887973,283140.5462124931,280418.8748558691,269290.5798385298,266501.5974752547,256126.09594307508,253291.99861740207,243612.37101969452,240752.24126571792,231716.52868092756,228846.734155223,220407.43065681445,217541.96980803757,209655.57562555594,206806.37799024174,199433.00512911158,196610.19266472798,189713.21592047173,186925.33080490373,180471.07816900345,177725.2816754113,171682.7590180727
2,0.019989989989989992,494110.41280268546,468646.78445703164,469021.1183809291,445520.6730566172,445277.0560051617,423561.2580009053,422796.88614984986,402706.7234743971,401505.4609286995,382898.91032607283,381333.1773597078,364083.0469408496,362215.4199898363,346207.50726068264,344092.07819563197,329223.5922888687,326907.1261286529,313085.3320067092,310608.25542042055,297749.3051202994,295146.55250134395,283174.4744572145,280476.2138016116,269322.0361645984,266554.29325318965,256155.2811347194,253340.47745168745,243639.4673120748,240796.88460569482,231741.70172605535,228887.88403182357,220430.83125194776,217579.93347228612,209677.3412362148,206841.43193943702,199453.2612340913,196642.5861451802,189732.07720221957,186955.28886618922,180488.64956934884,177753.00783950897,171699.13667645128
3,0.024984984984984984,494269.4278623441,468722.9416077835,469164.96302467986,445590.5985187531,445407.41433721187,423625.54038309085,422915.22720602487,402765.8866127821,401613.06951160985,382953.42149834696,381431.1800397243,364133.32390864234,362304.8070826151,346253.9243233629,344173.72238381015,329266.4855011612,326981.7982785042,313125.00368731335,310676.6380487437,297786.02775786933,295209.25126962154,283208.49410284625,280533.76735029736,269353.5753857036,266607.1816362461,256184.54159332972,253389.12938807136,243666.63202077115,240841.68372868627,231766.93702651173,228929.17428751013,220454.28855422404,217618.02379403214,209699.15855119977,206876.60030486542,199473.56452668275,196675.08310532806,189750.98158879072,186985.34062246289,180506.26037964373,177780.81893235882,171715.55039717827
4,0.029979979979979983,494429.2310652495,468799.361425277,469309.502182805,445660.7588473507,445538.3858292969,423690.0331196583,423034.110593459,402825.2384517212,401721.15864032786,383008.1022068569,381529.6092649466,364183.75342098274,362394.57343440416,346300.4788386874,344255.7043470358,329309.5027385894,327056.7717429459,313164.7874264653,310745.2898886839,297822.8517720977,295272.19093335536,283242.60557503154,280591.53677522973,269385.1978821034,266660.26375202835,256213.87765903218,253437.9554264255,243693.86545037525,240886.6395224292,231792.2348553827,228970.60571144565,220477.80280876035,217656.24147567054,209721.02779076635,206911.8837124456,199493.91520501435,196707.68410359748,189769.92925859682,187015.4865725105,180523.91076070946,177808.71539997953,171732.00032536333
5,0.034974974974974975,494589.8278159112,468876.0453472968,469454.7405672504,445731.155309344,445669.9745957453,423754.7373286615,423153.53991002275,402884.77997933415,401829.73146574275,383062.95332614763,381628.46779884124,364234.33625299204,362484.7214723776,346347.171494611,344338.0262201483,329352.6446125741,327132.0484023267,313204.6837682906,310814.2125987262,297859.77764785266,295335.37295733695,283276.80930638575,280649.5233718608,269416.9040402725,266713.5407477355,256243.2896775023,253486.95658397736,243721.16791043812,240931.75289005184,231817.595490192,229012.17910645826,220501.37426464836,217694.58723174268,209742.94917873357,206947.2827989041,199514.31347041388,196740.3897080427,189788.9203929242,187045.72722370471,180541.60087595246,177836.69769605578,171748.48660844367
6,0.03996996996996997,494751.2235655756,468952.9948227824,469600.6829307132,445801.78918146837,445802.18478646054,423819.6541367778,423273.51878468203,402944.51219133596,401938.79116595606,383117.9757374639,381727.7584287184,364285.07318570727,362575.2536446268,346394.00298431836,344420.6901563589,329395.91173916584,327207.63015314995,313244.69326101773,310883.407851578,297896.8058736429,295398.7988188923,283311.1057327579,280707.72844670294,269448.694249561,266767.01378033665,256272.77799697546,253536.13388659467,243748.53971279258,240977.02474233185,231843.0192104989,229053.89528215575,220525.00317279744,217733.06178280475,209764.92294054624,206982.7982063105,199534.7595256635,196773.20049146822,189807.95517436202,187076.0630876456,180559.33088994797,177864.76627803867,171765.0093949052
7,0.04496496496496497,494913.4238051316,469030.21130990324,469747.3340604509,445872.661748562,445935.0205815113,423884.7846778072,423394.0508727629,403004.43608971103,402048.34094213176,383173.1703275745,381827.4839620893,364335.9650050391,362666.17241695843,346440.974005299,344503.6983244307,329439.3047382215,327283.51890558895,313284.8164562448,310952.8773319748,297933.9369409635,295462.4700059434,283345.4952926463,280766.1533156128,269480.56890167226,266820.68401505094,256302.3429677796,253585.4883674367,243775.98117113375,241022.45599649797,231868.50629752214,229095.75505385932,220548.68978559776,217771.66585447852,209786.94930297066,207018.43058122983,199555.25357472664,196806.11703067244,189827.03378655613,187106.49467948554,180577.1009682174,177892.92160654147,171781.56883408217
8,0.049959959959959964,495076.4340639349,469107.6962757261,469894.6987772543,445943.7743032738,446068.48619023524,423950.13009241427,423515.1398551682,403064.55268248403,402158.3840178094,383228.537988569,381927.6472260628,364387.0125015917,362757.4802723632,346488.0852591864,344587.05290821334,329482.8242332619,327359.71658307547,313325.0539088124,311022.6227363178,297971.1713441823,295526.3880166877,283379.97842709784,280824.79930350784,269512.52839057316,266874.55262509536,256331.98494225435,253635.0210667302,243803.49260094707,241068.04757603104,231894.05703407477,229137.75924242684,220572.4343568606,217810.40017729427,209809.02849404217,207054.18057458257,199575.79582270051,196839.13990632264,189846.15641416667,187137.02251781666,180594.91127718982,177921.16414523873,171798.16507612218
9,0.054954954954954956,495240.25990972185,469185.4511961796,470042.78193537553,446015.1281460316,446202.58585117466,424015.69152810023,423636.7894383207,403124.86298369407,402268.92363885645,383284.0796178368,382028.25106730394,364438.2164706425,362849.17971098056,346535.33745174063,344670.756106611,329526.47085145593,327436.22512227186,313365.4061767892,311092.6457726489,298008.5095805273,295590.5543595755,283414.5555796962,280883.6677443464,269544.5731124823,266928.6207916681,256361.70427474153,253684.73303175467,243831.0743194989,241113.8004106509,231919.6717045571,229179.90867424099,220596.23714181263,217849.26548667919,209831.160743059,207090.04884163485,199596.38647581052,196872.269702946,189865.32324286242,187167.647124663,180612.76198419754,177949.49436085956,171814.79827198168
