r,J0,J1
-0.022587067684915675,76.88692060040819,69.43865253585695
-0.022226779338854228,75.90351579572078,68.78722919872217
-0.02186649099279278,74.94476855573309,68.14402348744466
-0.021506202646731337,74.00957607450745,67.50882120555208
-0.02114591430066989,73.09688766197414,66.88142011198572
-0.020785625954608443,72.20570641845465,66.26163213073309
-0.020425337608547,71.3350893008243,65.6492846571472
-0.020065049262485556,70.48414603784212,65.04422099500682
-0.01970476091642411,69.6520372907624,64.44630002594558
-0.01934447257036266,68.8379723802667,63.85539524087187
-0.018984184224301218,68.04120681472524,63.27139325829835
-0.01862389587823977,67.26103976263565,62.69419193160796
-0.018263607532178323,66.49681152462341,62.12369812342214
-0.01790331918611688,65.74790099398267,61.559825215116184
-0.017543030840055433,65.0137230659262,61.00249043110399
-0.017182742493993985,64.29372597310957,60.451612089734915
-0.016822454147932542,63.58738858230794,59.907106935768276
-0.016462165801871095,62.89421776155674,59.36888774784198
-0.016101877455809648,62.213745985185625,58.83686143139887
-0.015741589109748204,61.545529353798045,58.3109277905225
-0.015381300763686757,60.88914615016713,57.79097911676437
-0.01502101241762531,60.24419593732136,57.2769006453054
-0.014660724071563864,59.61029906372947,56.76857182390519
-0.014300435725502419,58.98709631970403,56.2658682386407
-0.013940147379440972,58.374248434928965,55.768663962899154
-0.013579859033379526,57.77143514669999,55.27683405743608
-0.01321957068731808,57.17835369915267,54.790256955286544
-0.012859282341256634,56.59471682127702,54.3088165115452
-0.012498993995195188,56.02025042050407,53.83240357187041
-0.012138705649133743,55.45469136019702,53.36091699806284
-0.011778417303072296,54.89778572010253,52.89426416747522
-0.01141812895701085,54.34928785477542,52.43236102261023
-0.011057840610949405,53.80896038602769,51.975131781435024
-0.01069755226488796,53.27657503900276,51.522508427315856
-0.010337263918826514,52.75191401827822,51.07443008449472
-0.009976975572765067,52.23477147706746,50.630842357763235
-0.009616687226703622,51.72495459631064,50.19169668102979
-0.009256398880642176,51.222283869991706,49.756949685467816
-0.008896110534580729,50.72659236797954,49.326562568987306
-0.008535822188519284,50.23772397523982,48.90050042851437
-0.008175533842457838,49.755530833003725,48.478731507465056
-0.007815245496396391,49.27987038283379,48.061226314364326
-0.007454957150334946,48.810602502292475,47.64795658511082
-0.0070946688042734995,48.3475872064028,47.238894089575545
-0.006734380458212053,47.89068328062122,46.83400931945195
-0.006374092112150607,47.43974803610231,46.433270132602196
-0.006013803766089161,46.99463817541757,46.03664046185501
-0.0056535154200277144,46.555211567218706,45.64407921528052
-0.005293227073966268,46.12132958537176,45.255539494062326
-0.004932938727904823,45.69285959275322,44.87096823051077
-0.004572650381843377,45.269677148168945,44.49030630474828
-0.004212362035781932,44.85166757917131,44.11348914125266
-0.0038520736897204866,44.43872667680884,43.74044772635645
-0.0034917853436590403,44.030760408700424,43.37110993649955
-0.003131496997597594,43.627683692026245,43.00540203414598
-0.0027712086515361478,43.2294183983053,42.64325017917558
-0.0024109203054747015,42.83589086152335,42.284581818243744
-0.002050631959413256,42.447029219395404,41.92932684805763
-0.0016903436133518107,42.06276092868508,41.57741849241411
-0.0013300552672903653,41.68301075973025,41.22879387786079
-0.0009697669212289199,41.30769949900175,40.88339433097017
-0.0006094785751674736,40.936743483947595,40.541165446350924
-0.0002491902291060274,40.57005497831332,40.20205698703522
0.00011109811695541889,40.20754328707592,39.86602267921622
0.00047138646301686515,39.849116424718794,39.53301995492297
0.0008316748090783114,39.494683100133216,39.203009683264696
0.0011919631551397577,39.14415476971898,38.875955917103695
0.001552251501201204,38.79744753318213,38.55182567003127
0.0019125398472626502,38.45448369392786,38.230588729567785
0.0022728281933240956,38.11519286484933,37.912217506597024
0.002633116539385541,37.77951255860964,37.59668691734546
0.0029934048854469864,37.44738825089724,37.28397429153249
0.003353693231508432,37.11877294243646,36.97405929750212
0.003713981577569878,36.79362627225672,36.66692387147106
0.004074269923631324,36.47191325506338,36.3625521334018
0.004434558269692771,36.153602733817145,36.06093026707805
0.004794846615754217,35.838665656934275,35.76204633806215
0.005155134961815662,35.52707330665422,35.46589002213961
0.005515423307877108,35.21879561684088,35.172452220430316
0.005875711653938553,34.913799719156,34.88172454686158
0.0062359999999999985,34.61204884147657,34.59369868932775
0.006596288346061445,34.31350165002277,34.30836566622455
0.006956576692122891,34.0181120796245,34.025715022127144
0.007316865038184337,33.7258296416929,33.745734025923085
0.0076771533842457836,33.43660014612864,33.46840694710906
0.00803744173030723,33.150366731070385,33.19371448742675
0.008397730076368676,32.867071070199756,32.92163343372772
0.008758018422430121,32.5866546243095,32.652136574813056
0.009118306768491569,32.30905982040652,32.385192893628414
0.009478595114553014,32.034231072257526,32.120768012266204
0.00983888346061446,31.76211559326902,31.858824837059757
0.010199171806675905,31.492663988018087,31.59932433011112
0.01055946015273735,31.225830636300056,31.34222632515005
