r,J0,J1
-0.022587067684915675,363.81660024689154,262.3350007620681
-0.022226779338854228,358.1309655956894,258.01548235627416
-0.02186649099279278,352.50740832238955,253.76919617531132
-0.021506202646731337,346.94556080552735,249.59636350522646
-0.02114591430066989,341.4450605783936,245.49722124279236
-0.020785625954608443,336.0055501454306,241.47200650995595
-0.020425337608547,330.6266767388312,237.52093563066512
-0.020065049262485556,325.3080920344139,233.64417798633468
-0.01970476091642411,320.04945186184784,229.84182608051367
-0.01934447257036266,314.85041595848384,226.11386389899144
-0.018984184224301218,309.71064782538053,222.46013619785003
-0.01862389587823977,304.629814746003,218.88032156368592
-0.018263607532178323,299.6075880212461,215.37391190015856
-0.01790331918611688,294.64364345939083,211.94020041369956
-0.017543030840055433,289.7376621383611,208.57827928743183
-0.017182742493993985,284.88933143366154,205.28704719418056
-0.016822454147932542,280.0983462824456,202.06522578038013
-0.016462165801871095,275.36441063584476,198.911383413013
-0.016101877455809648,270.68723904042247,195.8239639355004
-0.015741589109748204,266.0665582864246,192.80131797442198
-0.015381300763686757,261.5021090648145,189.84173445873782
-0.01502101241762531,256.99364758529725,186.94347038535076
-0.014660724071563864,252.5409471212343,184.10477738833288
-0.014300435725502419,248.1437994621432,181.3239242390367
-0.013940147379440972,243.8020162683011,178.59921493274993
-0.013579859033379526,239.51543033337748,175.92900244594657
-0.01321957068731808,235.28389676935413,173.31169854972794
-0.012859282341256634,231.10729413305302,170.74578023976812
-0.012498993995195188,226.98552551575915,168.22979340890583
-0.012138705649133743,222.9185196171738,165.76235437213276
-0.011778417303072296,218.90623182302636,163.34214978365787
-0.01141812895701085,214.94864530292287,160.9679353883904
-0.011057840610949405,211.04577214252336,158.63853394818022
-0.01069755226488796,207.19765452315934,156.35283259405622
-0.010337263918826514,203.40436596404234,154.10977979064646
-0.009976975572765067,199.6660126486164,151.9083820608835
-0.009616687226703622,195.98273486821316,149.74770060190278
-0.009256398880642176,192.3547086324383,147.62684791350426
-0.008896110534580729,188.78214751387333,145.54498454303874
-0.008535822188519284,185.26530480865412,143.5013160140193
-0.008175533842457838,181.80447609442143,141.4950899496611
-0.007815245496396391,178.40000223952333,139.52559333900433
-0.007454957150334946,175.05227284693464,137.59214984336512
-0.0070946688042734995,171.76172998964753,135.6941170257026
-0.006734380458212053,168.5288719052444,133.8308834160347
-0.006374092112150607,165.35425607360227,132.00186539573986
