r,J0,J1
-0.022587067684915675,156.58446823457356,156.58446823457376
-0.022226779338854228,153.80065350471122,153.80065350471145
-0.02186649099279278,151.07407228330678,151.07407228330695
-0.021506202646731337,148.40465227685146,148.40465227685166
-0.02114591430066989,145.79224797687462,145.79224797687493
-0.020785625954608443,143.2366242860447,143.23662428604496
-0.020425337608547,140.73744297875763,140.73744297875785
-0.020065049262485556,138.2942532126357,138.29425321263588
-0.01970476091642411,135.90648689604856,135.9064868960488
-0.01934447257036266,133.57345920407738,133.57345920407752
-0.018984184224301218,131.29437400783695,131.29437400783715
-0.01862389587823977,129.06833352369844,129.06833352369858
-0.018263607532178323,126.89435116317937,126.8943511631796
-0.01790331918611688,124.7713664029533,124.77136640295348
-0.017543030840055433,122.69826049561183,122.69826049561202
-0.017182742493993985,120.67387197598111,120.67387197598124
-0.016822454147932542,118.69701113959883,118.69701113959911
-0.016462165801871095,116.76647293099064,116.76647293099076
-0.016101877455809648,114.8810479380908,114.8810479380911
-0.015741589109748204,113.03953141574485,113.03953141574495
-0.015381300763686757,111.24073043773295,111.24073043773312
-0.01502101241762531,109.48346939457174,109.4834693945719
-0.014660724071563864,107.7665941117943,107.76659411179453
-0.014300435725502419,106.08897486533388,106.088974865334
-0.013940147379440972,104.44950852929783,104.44950852929801
-0.013579859033379526,102.84712002693665,102.84712002693675
-0.01321957068731808,101.28076319309004,101.28076319309017
-0.012859282341256634,99.7494211191825,99.74942111918261
-0.012498993995195188,98.25210605255513,98.25210605255523
-0.012138705649133743,96.78785895571258,96.7878589557127
-0.011778417303072296,95.35574887537062,95.35574887537081
-0.01141812895701085,93.95487229411052,93.95487229411066
-0.011057840610949405,92.58435261231124,92.58435261231142
-0.01069755226488796,91.2433398279767,91.24333982797687
-0.010337263918826514,89.93101036725606,89.93101036725619
-0.009976975572765067,88.64656691108628,88.64656691108645
-0.009616687226703622,87.38923801117734,87.3892380111774
-0.009256398880642176,86.15827732312111,86.15827732312124
-0.008896110534580729,84.95296240422992,84.95296240423002
-0.008535822188519284,83.77259319007004,83.7725931900701
-0.008175533842457838,82.61649041295789,82.61649041295799
-0.007815245496396391,81.48399429360806,81.48399429360819
-0.007454957150334946,80.3744637855897,80.37446378558985
-0.0070946688042734995,79.28727648725963,79.28727648725976
-0.006734380458212053,78.22182910861952,78.22182910861966
-0.006374092112150607,77.17753817059459,77.1775381705947
-0.006013803766089161,76.1538405004544,76.1538405004545
-0.0056535154200277144,75.15019311811417,75.15019311811427
-0.005293227073966268,74.16607228291099,74.16607228291107
-0.004932938727904823,73.20097173726873,73.20097173726883
-0.004572650381843377,72.25440045653133,72.25440045653141
-0.004212362035781932,71.32588040232625,71.32588040232639
-0.0038520736897204866,70.41494481509295,70.41494481509307
-0.0034917853436590403,69.52113745248117,69.5211374524813
-0.003131496997597594,68.64401292008773,68.64401292008783
-0.0027712086515361478,67.78313792687806,67.78313792687817
-0.0024109203054747015,66.93809302384112,66.93809302384122
-0.002050631959413256,66.10847423271261,66.10847423271274
-0.0016903436133518107,65.29389398694083,65.29389398694096
-0.0013300552672903653,64.49398098526625,64.49398098526638
-0.0009697669212289199,63.70837884875369,63.708378848753746
-0.0006094785751674736,62.93674379384975,62.93674379384983
-0.0002491902291060274,62.178741799507485,62.17874179950761
0.00011109811695541889,61.43404588583616,61.43404588583627
0.00047138646301686515,60.70233410111666,60.70233410111677
0.0008316748090783114,59.983288642401725,59.98328864240184
0.0011919631551397577,59.276596259674065,59.276596259674186
0.001552251501201204,58.58194978610595,58.58194978610608
0.0019125398472626502,57.89905037338829,57.89905037338837
0.0022728281933240956,57.22760985296966,57.227609852969756
0.002633116539385541,56.567352624522265,56.56735262452237
0.0029934048854469864,55.91801659082045,55.918016590820564
0.003353693231508432,55.27935288064445,55.279352880644545
0.003713981577569878,54.6511243736465,54.651124373646574
0.004074269923631324,54.03310330084093,54.033103300841034
0.004434558269692771,53.425068385596745,53.42506838559682
0.004794846615754217,52.82680207521353,52.82680207521364
0.005155134961815662,52.238088379954235,52.23808837995434
0.005515423307877108,51.65871169827614,51.65871169827622
0.005875711653938553,51.088456798421404,51.088456798421525
0.0062359999999999985,50.527109894032435,50.52710989403252
0.006596288346061445,49.974460542966916,49.97446054296699
0.006956576692122891,49.43030395336929,49.4303039533694
0.007316865038184337,48.89444322300796,48.89444322300806
0.0076771533842457836,48.366691071832214,48.36669107183229
0.00803744173030723,47.84687074077659,47.84687074077669
0.008397730076368676,47.334815895687726,47.334815895687846
0.008758018422430121,46.83036956027339,46.83036956027347
0.009118306768491569,46.33338227200222,46.33338227200232
0.009478595114553014,45.843709781162794,45.843709781162886
0.00983888346061446,45.361210676839356,45.361210676839406
0.010199171806675905,44.88574431761628,44.88574431761636
0.01055946015273735,44.41716937504612,44.41716937504622
0.010919748498798797,43.95534318058893,43.95534318058901
0.011280036844860244,43.500121925185,43.50012192518508
0.011640325190921692,43.051361620580295,43.05136162058038
0.012000613536983139,42.608919616263066,42.60891961626314
0.012360901883044584,42.17265639224483,42.1726563922449
0.01272119022910603,41.742437323982834,41.742437323982934
0.013081478575167475,41.31813414044651,41.31813414044657
0.01344176692122892,40.89962586099448,40.89962586099456
0.013802055267290366,40.48679908768766,40.48679908768774
0.014162343613351811,40.07954763121088,40.079547631210964
0.014522631959413257,39.677771545530625,39.67777154553069
0.014882920305474702,39.28137572592527,39.28137572592536
0.015243208651536147,38.89026827769596,38.89026827769603
0.015603496997597593,38.504358883361355,38.50435888336143
0.01596378534365904,38.12355738353918,38.12355738353926
0.016324073689720484,37.747772744548385,37.74777274454844
0.01668436203578193,37.37691252164139,37.37691252164146
0.017044650381843378,37.01088285133782,37.010882851337875
0.017404938727904825,36.64958893156245,36.64958893156252
0.017765227073966272,36.29293588537514,36.29293588537519
0.018125515420027716,35.940829861380095,35.940829861380166
0.018485803766089163,35.59317920557974,35.59317920557981
0.01884609211215061,35.24989554513153,35.2498955451316
0.019206380458212054,34.91089465006225,34.91089465006232
0.019566668804273497,34.57609697813044,34.5760969781305
0.019926957150334944,34.24542785378933,34.2454278537894
0.02028724549639639,33.91881727844319,33.91881727844327
0.020647533842457835,33.59619941117189,33.59619941117195
