,eps,G_up,G_down
453,2.2727327327327327,137759.38430421756,92926.81451899746
454,2.2777277277277275,138134.32983293678,93026.49262086468
455,2.2827227227227227,138511.39076892848,93126.66211796271
456,2.2877177177177175,138890.57768790374,93227.3252953513
457,2.2927127127127127,139271.90120869133,93328.48444697159
458,2.2977077077077075,139655.37199336855,93430.14187567195
459,2.3027027027027027,140041.00074739233,93532.29989323416
460,2.3076976976976975,140428.79821973032,93634.96082039944
461,2.3126926926926927,140818.7752029926,93738.12698689463
462,2.3176876876876875,141210.94253356336,93841.80073145834
463,2.3226826826826827,141605.311091733,93945.98440186719
464,2.3276776776776775,142001.8918018303,94050.68035496207
465,2.3326726726726728,142400.69563235505,94155.89095667448
466,2.3376676676676675,142801.73359611086,94261.618582053
467,2.3426626626626628,143205.01675033823,94367.86561528961
468,2.3476576576576575,143610.55619684776,94474.63444974626
469,2.3526526526526528,144018.36308215372,94581.92748798127
470,2.3576476476476476,144428.44859760805,94689.74714177605
471,2.3626426426426423,144840.82397953415,94798.0958321617
472,2.3676376376376376,145255.50050936147,94906.97598944567
473,2.3726326326326324,145672.48951375997,95016.39005323843
474,2.3776276276276276,146091.80236477492,95126.34047248041
475,2.3826226226226224,146513.45047996205,95236.82970546867
476,2.3876176176176176,146937.44532252295,95347.86021988383
477,2.3926126126126124,147363.79840144064,95459.43449281706
478,2.3976076076076076,147792.52127161538,95571.55501079698
479,2.4026026026026024,148223.62553400086,95684.22426981672
480,2.4075975975975976,148657.12283574056,95797.44477536103
481,2.4125925925925924,149093.02487030445,95911.21904243334
482,2.4175875875875876,149531.34337762574,96025.54959558303
483,2.4225825825825824,149972.09014423823,96140.43896893253
484,2.4275775775775776,150415.27700341347,96255.88970620475
485,2.4325725725725724,150860.91583529866,96371.90436075027
486,2.4375675675675677,151309.01856705445,96488.48549557482
487,2.4425625625625624,151759.59717299318,96605.63568336665
488,2.4475575575575577,152212.6636747173,96723.35750652407
489,2.4525525525525524,152668.2301412581,96841.65355718293
490,2.4575475475475477,153126.3086892146,96960.52643724419
491,2.4625425425425425,153586.91148289284,97079.97875840159
492,2.4675375375375372,154050.0507344454,97200.01314216934
493,2.4725325325325325,154515.73870401105,97320.63221990982
494,2.4775275275275273,154983.98769985474,97441.83863286136
495,2.4825225225225225,155454.81007850796,97563.63503216606
496,2.4875175175175173,155928.2182449091,97686.02407889767
497,2.4925125125125125,156404.22465254445,97809.00844408962
498,2.4975075075075073,156882.84180358896,97932.59080876286
499,2.5025025025025025,157364.08224904787,98056.77386395399
500,2.5074974974974973,157847.958588898,98181.56031074333
501,2.5124924924924925,158334.48347222962,98306.95286028297
502,2.5174874874874873,158823.66959738865,98432.95423382505
503,2.5224824824824825,159315.52971211897,98559.56716275
504,2.5274774774774773,159810.076613705,98686.79438859483
505,2.5324724724724725,160307.3231491144,98814.63866308135
506,2.5374674674674673,160807.28221514152,98943.10274814468
507,2.5424624624624625,161309.9667585505,99072.18941596163
508,2.5474574574574573,161815.38977621918,99201.90144897926
509,2.5524524524524526,162323.56431528274,99332.24163994328
510,2.5574474474474473,162834.50347327822,99463.21279192687
511,2.5624424424424426,163348.2203982886,99594.81771835906
512,2.5674374374374374,163864.72828908774,99727.05924305363
513,2.572432432432432,164384.04039528526,99859.9402002377
514,2.5774274274274274,164906.17001747177,99993.46343458066
515,2.582422422422422,165431.13050736446,100127.63180122292
516,2.5874174174174174,165958.93526795274,100262.44816580488
517,2.592412412412412,166489.59775364422,100397.91540449578
518,2.5974074074074074,167023.1314704112,100534.03640402286
519,2.602402402402402,167559.5499759371,100670.81406170024
520,2.6073973973973974,168098.86687976317,100808.2512854581
521,2.612392392392392,168641.0958434357,100946.3509938718
522,2.6173873873873874,169186.25058065337,101085.11611619117
